Song Title,Artists,BPM,Comments,Length
"Rhiannon","Fleetwood Mac","129","70s Classic Rock-B Sides","4:13"

"Right Back Where We Started From","Maxine Nightingale","147","70s Classic Rock-A Sides/Pop-Radio/WMSport","3:18"

"Right Place, Wrong Time","Dr. John","104","70s Classic Rock-A Sides/Pop-Radio","2:54"

"Roadhouse Blues (8ct looper) (120bpm)","The Doors","120","70s Classic Rock-A Sides/Pop-Radio/Menssports","4:07"

"Rock & Roll Band [Boston] (Dj Special 2024)","Boston","136","70s Classic Rock-A Sides","2:53"

"Rock & Roll Music (Dj Cut 2022)","The Beach Boys","144","70s Classic Rock-A Sides","2:29"

"Rock & Roll, Pt. 2","Gary Glitter/Glitter Band","129","70s Classic Rock-B Sides","3:00"

"Rock and Roll (114bpm)","Led Zeppelin","114","70s Classic Rock-B Sides","3:41"

"Rock and Roll All Night (Original)","Kiss","145","70s Classic Rock-A Sides/Pop-Radio/Menssports","2:57"

"Rock and Roll, Hoochie Koo (Dj Cut 2026)","Rick Derringer","99.000000","                            ","3:52"

"Rocking'n Me (8ct Looper)","Steve Miller Band","121","70s Classic Rock-B Sides","3:03"

"Rocky Mountain Way (slow Start)","Joe Walsh","84","70s Classic Rock-B Sides","5:15"

"Roundabout","Yes","134.230000","70s Classic Rock-B Sides","8:32"

"Roxanne (Remaster)","The Police","132","70s Classic Rock-B Sides","3:14"

"Running Back (4 phrase)","Eddie Money","81","70s Classic Rock-A Sides/Pop-Radio","4:00"

"S.O.S - [ABBA] (Dj Cut 2026)","ABBA","123","70s Classic Rock-B Sides","7:30"

"Same Old Song And Dance","Aerosmith","133","70s Classic Rock-B Sides","3:54"

"Saturday In The Park","Chicago","114","70s Classic Rock-A Sides/Pop-Radio","3:56"

"Saturday Night_(SLow_Start)","Bay City Rollers","137","70s Classic Rock-A Sides/Pop-Radio/Menssports","2:54"

"Saturday Night’s Alright (For Fighting) (Remastered 2014) - 76","Elton John","152","70s Classic Rock-A Sides/Pop-Radio/Menssports","4:55"

"School's Out","Alice Cooper","135","70s Classic Rock-B Sides","3:29"

"See See Rider (Doubletime)","Elvis Presley","125","70s Classic Rock-A Sides","2:34"

"She's A Lady","Tom Jones","119","70s Classic Rock-A Sides/Pop-Radio","2:51"

"Shout It Out Loud","Kiss","135","70s Classic Rock-A Sides/Pop-Radio/Menssports","2:49"

"Silly Love Songs","Paul McCartney","125","70s Classic Rock-B Sides","5:55"

"Slow Ride (Dj Special 2026)","Foghat","114.830000","70s Classic Rock-A Sides/Pop-Radio","4:09"

"Some Kind Of Wonderful","Grand Funk Railroad","121","70s Classic Rock-B Sides","3:23"

"Son of My Father","Chicory Tip","128","70s Classic Rock-B Sides","2:57"

"Sooner Or Later","The Grass Roots","126","70s Classic Rock-A Sides","2:41"

"Soul Man (Live Version)","The Blues Brothers","115","70s Classic Rock-B Sides","3:29"

"Southbound Again","Dire Straits","106","70s Classic Rock-A Sides","3:00"

"Stairway to Heaven (Dj Cut) - (100bpms) Ends @ 105","Led Zeppelin","100","70s Classic Rock-A Sides/Pop-Radio","2:04"

"Start Me Up (Warped)","The Rolling Stones","122","70s Classic Rock-A Sides/Pop-Radio/Menssports","3:32"

"Still The One","Orleans","144","70s Classic Rock-A Sides/Pop-Radio","3:57"

"Street Player (Dance Mix)(Dj Cut)","Chicago","124","70s Classic Rock-B Sides","8:51"

"Stuck In The Middle With You","Stealers Wheel","124","70s Classic Rock-A Sides/Pop-Radio","3:24"

"Sultans Of Swing","Dire Straits","148","70s Classic Rock-B Sides","5:49"

"Summer Nights (From “Grease”)","John Travolta & Olivia Newton John","124","70s Classic Rock-B Sides","3:37"

"Sunday Bloody Sunday (J Lennon)(Dj Special 2022 Tempo Adjusted)","John Lennon and Yoko Ono","89","70s Classic Rock-B Sides","4:50"

"Sundown","Gordon Lightfoot","105","70s Classic Rock-B Sides","3:34"

"Superstar (Jesus Christ Superstar) (Dj cut 2022)","Andrew Lloyd Webber & "Jesus Christ Superstar" 1996 London Cast & Zubin Varla","123","70s Classic Rock-B Sides","3:37"

"Surrender","Cheap Trick","134","70s Classic Rock-A Sides","4:14"

"Sweet Emotion","Aerosmith","100","70s Classic Rock-A Sides","3:15"

"Sweet Home Alabama","Lynyrd Skynyrd","98","70s Classic Rock-A Sides/Pop-Radio/Menssports","3:39"

"Sweet Talkin' Woman (Dj Cut 2024)","Electric Light Orchestra","122","70s Classic Rock-B Sides","3:40"

"T.N.T","AC/DC","126","70s Classic Rock-A Sides/Pop-Radio/Menssports","3:35"

"Take A Chance On Me (Dj Cut 2025 2.0)","ABBA","107","70s Classic Rock-A Sides/Pop-Radio","4:17"

"Take it Easy - The Eagles (8ct looper)","The Eagles","136","70s Classic Rock-A Sides/Pop-Radio","3:32"

"Take The Money And Run","Steve Miller Band","98","70s Classic Rock-B Sides","2:50"

"Takin' Care Of Business (slow start)","Bachman-Turner Overdrive","130","70s Classic Rock-A Sides/Pop-Radio","4:51"

"Takin' It To The Streets","The Doobie Brothers","147","70s Classic Rock-A Sides/Pop-Radio","3:48"

"That Smell (Dj Cut 2022)","Lynyrd Skynyrd","117","70s Classic Rock-A Sides","5:35"

"The Boys Are Back In Town","Thin Lizzy","80","70s Classic Rock-A Sides","4:28"

"The Ghost Song (8ct looper)","The Doors","110","70s Classic Rock-B Sides","4:14"

"The Joker (Dj Cut 2022)","Steve Miller Band","83","70s Classic Rock-A Sides","3:49"

"The Long Run (2013 Remaster)","The Eagles","99","70s Classic Rock-B Sides","3:41"

"The Man Who Sold the World (2015 Remaster)(SLOW START)","David Bowie","119","70s Classic Rock-B Sides","4:01"

"The Spirit Of Radio (Get out quick)","Rush","136","70s Classic Rock-B Sides","4:57"

"The Things We Do For Love (Dj Cut 2023)","10cc","106","70s Classic Rock-B Sides","3:18"

"This Is It","Kenny Loggins","102","70s Classic Rock-A Sides","3:57"

"Tie Your Mother Down (Album Version)","Queen","135","70s Classic Rock-B Sides","3:45"

"Train in Vain (Boosted Intro)","The Clash","122","70s Classic Rock-A Sides/Pop-Radio","3:10"

"Trampled Under Foot (Boost)","Led Zeppelin","111","70s Classic Rock-A Sides/Pop-Radio","5:36"

"Travelin' Band","Creedence Clearwater Revival","82","70s Classic Rock-B Sides","2:09"

"Truckin' (8ct looper)","The Grateful Dead","126","70s Classic Rock-B Sides","5:07"

"Tumbling Dice","The Rolling Stones","109","70s Classic Rock-B Sides","3:47"

"Turn To Stone (8ct Looper)","Electric Light Orchestra (ELO)","141","70s Classic Rock-B Sides","3:48"

"Two Tickets to Paradise (Dj Cut 2025){1st Chorus}2.0","Eddie Money","129","70s Classic Rock-A Sides/Pop-Radio","4:12"

"Two Tickets to Paradise (Dj Cut 2025){From Top}","Eddie Money","129","70s Classic Rock-B Sides","4:27"

"Up Around The Bend (Class Edit)","Creedence Clearwater Revival","130","70s Classic Rock-A Sides/Pop-Radio/Menssports","2:35"

"Walk A Mile In My Shoes (Live) (8ct looper)","Elvis Presley","123","70s Classic Rock-A Sides","2:57"

"Walk On the Wild Side (SLOW START)","Lou Reed","105","70s Classic Rock-B Sides","4:14"

"Walk This Way (Dj Cut)","Aerosmith","107","70s Classic Rock-A Sides","3:37"

"Waterloo (English Version)","ABBA","145","70s Classic Rock-A Sides/Pop-Radio/WMSport","2:46"

"Way Down (8ct looper)(Slow Start)","Elvis Presley","148","70s Classic Rock-A Sides","2:37"

"We Go Together (From “Grease”) (4 phrase)","John Travolta & Olivia Newton John","111","70s Classic Rock-B Sides","3:00"

"We're An American Band","Grand Funk Railroad","128","70s Classic Rock-B Sides","3:27"

"Werewolves Of London","Warren Zevon","103","70s Classic Rock-B Sides","3:28"

"What a Fool Believes","The Doobie Brothers","120","70s Classic Rock-B Sides","3:44"

"Whatever Gets You Through The Night  (2010 - Remaster)","John Lennon","126","70s Classic Rock-A Sides/Pop-Radio","3:27"

"What's Your Name (Dj Cut 2022)","Lynyrd Skynyrd","136","70s Classic Rock-A Sides","3:44"

"Wheel In The Sky ","Journey","105","70s Classic Rock-B Sides","4:13"

"When The World Is Running Down, You Make The Best Of What's Still Around","The Police","123","70s Classic Rock-A Sides/Pop-Radio","3:37"

"Who Are You (Doubletime)","The Who","155","70s Classic Rock-A Sides","6:21"

"Who Do You Love","George Thorogood","106","70s Classic Rock-A Sides/Pop-Radio/Menssports","4:21"

"Who Loves You (4 Phrase)","Frankie Valli & The Four Seasons, John Lloyd Young","136","70s Classic Rock-B Sides","4:20"

"Whole Lotta Rosie (Dj Special 2024)","AC/DC","80","70s Classic Rock-A Sides","5:25"

"Who'll Stop The Rain","Creedence Clearwater Revival","123","70s Classic Rock-B Sides","2:28"

"Wild Night","Van Morrison","146","70s Classic Rock-A Sides","3:35"

"Woman (Barrabas) (124bpms)","Barrabas","124","70s Classic Rock-B Sides","5:04"

"Won't Get Fooled Again (Single Version)","The Who","135","70s Classic Rock-B Sides","3:39"

"Woodstock (Dj Special 2023)","Crosby, Stills, Nash & Young","114","70s Classic Rock-B Sides","3:44"

"You Aint Seen Nothing Yet","Bachman-Turner Overdrive","118","70s Classic Rock-A Sides","4:00"

"You Make Me Feel Like Dancing [Dj Cut 2025] Cold Start OK","Leo Sayer","95","70s Classic Rock-A Sides/Pop-Radio","3:46"

"You May Be Right (Slow Start)","Billy Joel","150","70s Classic Rock-A Sides","4:14"

"Your Mama Dont Dance","Kenny Loggins feat. Jim Messina","147","70s Classic Rock-B Sides","2:48"

"You're My Best Friend","Queen","118","70s Classic Rock-B Sides","2:52"

"You're No Good","Linda Ronstadt","104","70s Classic Rock-B Sides","3:44"

"You're Sixteen","Ringo Starr","125","70s Classic Rock-B Sides","2:48"

"You're so Vain","Carly Simon","106","70s Classic Rock-B Sides","4:18"

"You're The One That I Want (From “Grease”) (4 phrase)","John Travolta & Olivia Newton John","107","70s Classic Rock-A Sides/Pop-Radio","2:50"

"Yo-Yo","The Osmonds","138","70s Classic Rock-A Sides/Pop-Radio","3:16"

