Song Title,Artists,BPM,Comments,Length

"A Boy Named Sue (looper)","Johnny Cash","105","60s Country/Classic Country","3:34"

"A Fool Never Learns (Single Version)(Doubletime)","Andy Williams","98","60s Country","2:02"

"A Week In A Country Jail (4 phrase)","Tom T. Hall","114","60s Country/Classic Country","3:04"

"A-11","Johnny Paycheck","134","60s Country/Classic Country","2:14"

"Above And Beyond","Buck Owens","147","60s Country/Classic Country","2:27"

"Act Naturally (91bpm)(Doubletime)","Buck Owens","91","60s Country/Classic Country","2:23"

"Ain't Had No Lovin' (132bpm)","Connie Smith","132","60s Country/Classic Country","2:20"

"Alabam (Doubletime)","Cowboy Copas","107","60s Country/Classic Country","2:19"

"Aligator Man (Dj Special 2022)(4 phrase)","Jimmy C. Newman","91","60s Country","2:07"

"Ballad Of Forty Dollars (Doubletime)","Tom T. Hall","115","60s Country/Classic Country","3:03"

"Big Bad John (Doubletime)","Jimmy Dean","87","60s Country","3:01"

"Big Wheel Cannonball","Dick Curless","114","60s Country/Classic Country","2:32"

"Big, Big Love (Wynn Stewart)(Dj Special 2022)(4 phrase)","Wynn Stewart","81","60s Country/Classic Country","2:22"

"Blowin' in the Wind (4 Phrase)","Bobby Bare","85","60s Country","2:58"

"Bright Lights And Country Music","Bill Anderson","135","60s Country/Classic Country","2:43"

"Call Me Mr. Brown","Skeets McDonald","141","60s Country","2:28"

"Charlie's Shoes","Billy Walker","142","60s Country","2:17"

"Chug-A-Lug - 83.16","Roger Miller","83","60s Country/Classic Country","2:05"

"Cincinnati, Ohio (125bpm)","Connie Smith","125","60s Country/Classic Country","2:03"

"Cindy, Cindy (Dj Cut 2023) [4 Phrase][Speeds up to 108)","Elvis Presley","103","60s Country/Classic Country","2:44"

"Clementine (3 counts. Can't mix)","Connie Francis","127","60s Country","1:51"

"Close All the Honky Tonks","Charlie Walker","159","60s Country","2:15"

"Coal Miner's Daughter (Live - Re-recording) - 75.09","Loretta Lynn","150","60s Country/Classic Country","3:14"

"Coal Miner's Daughter (Single Version) (Amplified)","Loretta Lynn","137","60s Country/Classic Country","3:01"

"Daddy Bluegrass","Stoney Edwards","117","60s Country/Classic Country","2:29"

"Daddy Sang Bass","Johnny Cash","97","60s Country/Classic Country","2:20"

"Dang Me (looper 8ct doubletime)","Roger Miller","93","60s Country/Classic Country","1:50"

"Don't Come Home A-Drinkin' (With Lovin' On Your Mind) (Single Version)","Loretta Lynn","83","60s Country/Classic Country","2:08"

"Everybody's Somebody's Fool","Connie Francis","84","60s Country","2:38"

"Excuse Me (I Think I've Got a Heartache)","Buck Owens","144","60s Country/Classic Country","2:29"

"Finders Keepers, Losers Weepers","Elvis Presley","142","60s Country/Classic Country","1:54"

"Fist City (Dj Special 2023)","Loretta Lynn","155","60s Country/Classic Country","2:13"

"Freightliner Fever (8ct looper)","Red Sovine","87","60s Country","2:44"

"Girl On The Billboard (Dj Cut 2023) 4 phrase)","Del Reeves","92","60s Country/Classic Country","2:05"

"Good Luck Charm (Country)","Elvis Presley","121","60s Country/Classic Country","2:25"

"Hank and Lefty Raised My Country Soul","Stoney Edwards","130","60s Country/Classic Country","2:36"

"Happy Birthday (Single Version)","Loretta Lynn","84","60s Country/Classic Country/WMSport","2:03"

"Hard, Hard Traveling Man (doubletime/0","Dick Curless","97","60s Country/Classic Country","2:34"

"Harper Valley P.T.A. {Jeannie Riley}","Jeannie C. Riley","121","60s Country/Classic Country","3:14"

"Harper Valley P.T.A. (8ct looper)","Loretta Lynn","127","60s Country/Classic Country/WMSport","3:11"

"Honky Tonk Girl (Dj Special 2022)","Loretta Lynn","148","60s Country/Classic Country","2:25"

"Honky-Tonk Man (Johnny Horton)(Dj Special 2022)","Johnny Horton","142","60s Country/Classic Country","2:17"

"I Don't Care (Just As Long As You Love Me)","Buck Owens","85","60s Country/Classic Country","2:10"

"I Fall To Pieces","Patsy Cline","111","60s Country/Classic Country","2:52"

"I Gotta Get Drunk (Dj Cut 2023)","Willie Nelson","159","60s Country/Classic Country","2:18"

"I´ve Got A Tiger By The Tail (Dj Cut 2022) (4 phrase)","Buck Owens","96","60s Country/Classic Country","2:16"

"If a Woman Answers","Leroy Van Dyke","144","60s Country/Classic Country","2:15"

"If You're Not Gone Too Long","Loretta Lynn","135","60s Country","2:38"

"I'll Go Down Swinging","Porter Wagoner","136","60s Country/Classic Country","2:24"

"It Ain't Me, Babe (4 Phrase)","Johnny Cash with June Carter Cash","105","60s Country/Classic Country","3:03"

"It Ain't No Big Thing (But It's Growing)","Elvis Presley","119","60s Country/Classic Country","2:50"

"I've Been Everywhere (Dj Cut 2022)(4 phrase)","Hank Snow","119","60s Country/Classic Country","2:13"

"Jackson","Johnny Cash with June Carter Cash","128","60s Country/Classic Country","2:45"

"Jukebox Charlie","Johnny Paycheck","126","60s Country/Classic Country","2:26"

"Just to Satisfy You (Boosted Intro)","Waylon Jennings & Willie Nelson","151","60s Country/Classic Country","2:50"

"Kansas City Star (doubletime)","Roger Miller","85","60s Country/Classic Country","2:19"

"Key's in the Mailbox","Buck Owens","148","60s Country/Classic Country","2:27"

"King Of the Road","Roger Miller","119","60s Country/Classic Country","2:28"

"Little Sister","Elvis Presley","136","60s Country/Classic Country","2:31"

"Looking At The World Through A Windshield","Del Reeves","112","60s Country/Classic Country","2:15"

"Louisiana Man [Honky Tonk Version] (Dj Cut 2024)","Connie Smith","82","60s Country","2:27"

"Louisiana Man [Swing Version]","Connie Smith","91","60s Country","2:26"

"Love Bug (doubletime)","George Jones","95","60s Country/Classic Country","2:04"

"Love's Gonna Live Here (doubletime)","Buck Owens & His Buckaroos","93","60s Country/Classic Country","2:04"

"Lovesick Blues","Patsy Cline","155","60s Country/Classic Country","2:19"

"Marie (Dj Special 2023)","The Bachelors","125","60s Country","2:19"

"Mr. Moonlight","Johnny Horton","155","60s Country/Classic Country","2:30"

"Mule Skinner Blues (Blue Yodel No. 8)(4 phrase)","Dolly Parton","129","60s Country/Classic Country","3:08"

"My Heart Has A Mind Of Its Own","Connie Francis","109","60s Country/Classic Country","2:34"

"My Heart Skips a Beat (8ct looper)","Buck Owens & His Buckaroos","86","60s Country/Classic Country","2:28"

"Okie From Muskogee","Merle Haggard","142","60s Country/Classic Country","2:42"

"Once A Day (8ct looper) (Slow Start)","Connie Smith","140","60s Country/Classic Country","2:16"

"Only Daddy That'll Walk the Line (doubletime)","Waylon Jennings","81","60s Country/Classic Country","2:22"

"Open Up Your Heart (Buck Owens)[Dj cut 2023]","Buck Owens & His Buckaroos","94","60s Country/Classic Country","2:29"

"Pass The Booze (Dj Special 2022)","Ernest Tubb","82","60s Country/Classic Country","2:39"

"Playboy full boost","Wynn Stewart","131","60s Country/Classic Country","2:23"

"Po' Folks","Bill Anderson","151","60s Country/Classic Country","2:46"

"Polk Salad Annie (Live) [Dj Cut 2024]","Elvis Presley","144","60s Country/Classic Country","4:33"

"Pop a Top {Jim Ed Brown} (Dj Cut 2023)(120bpm)","Jim Ed Brown","120","60s Country/Classic Country","2:24"

"Releife Is Just A Swallow Away","George Jones","141","60s Country/Classic Country","2:19"

"Ring Of Fire (Dj Cut 2022)(4 phrase)","Johnny Cash","104","60s Country/Pop-Radio","3:16"

"Ruby Don't Take Your Love to Town (Dj cut 2022)(4 phrase)","Kenny Rogers","109","60s Country/Classic Country","3:01"

"Sam's Place (Dj Cut 2023)","Buck Owens","91","60s Country/Classic Country","2:00"

"Sea of Heartbreak","Don Gibson","92","60s Country/Classic Country","2:34"

"Seven Lonely Days","Patsy Cline and the Jordanaires","137","60s Country/Classic Country","2:14"

"Shade Tree (Fix-It Man)","Merle Haggard & The Strangers","156","60s Country/Classic Country","2:25"

"She's Not You (Country) Dj Cut 2022)","Elvis Presley","115","60s Country/Classic Country","2:15"

"Six Days On The Road (Album Version) (Doubletime)","Dave Dudley","90","60s Country/Classic Country","2:15"

"Snowbird (4 phrase)","Elvis Presley","106","60s Country/Classic Country","2:18"

"Stand By Your Man","Tammy Wynette","118","60s Country/Classic Country","2:56"

"Stand By Your Man","Tammy Wynette","106","60s Country","2:38"

"Stuck On You (Country)","Elvis Presley","131","60s Country/Classic Country","2:19"

"Swinging Doors","Merle Haggard And The Strangers","121","60s Country/Classic Country","2:51"

"Talk Back Trembling Lips (Dj Special 2023)","Johnny Tillotson","140","60s Country","2:43"

"Thanks A Lot","Ernest Tubb","83","60s Country/Classic Country","2:40"

"That's My Pa (Doubletime)","Sheb Wooley","111","60s Country","2:26"

"The Legend Of Bonnie And Clyde (Doubletime)","Merle Haggard And The Strangers","119","60s Country/Classic Country","2:04"

"The Pool Shark (Dj Special 2023)","Dave Dudley","101","60s Country/Classic Country","3:00"

"The Race Is On {George Jones}(Dj Cut 2023)","George Jones","88","60s Country/Classic Country","2:13"

"Think Of Me","Buck Owens","135","60s Country/Classic Country","2:18"

"Three Days (Dj Cut 2022)","Willie Nelson","150","60s Country/Classic Country","2:41"

"Tonight Carmen (doubletime)","Marty Robbins","109","60s Country/Classic Country","2:44"

"Undo The Right (117bpm)","Willie Nelson","117","60s Country/Classic Country","2:35"

"Vacation (Connie Francis) [Dj Cut 2023]","Connie Francis","144","60s Country/Classic Country","2:36"

"Walk A Mile In My Shoes (Dj Special 2022)","Joe South","113","60s Country","3:33"

"Walk A Mile In My Shoes (Live) (8ct looper)","Elvis Presley","123","60s Country/Classic Country","2:57"

"Walk On By","Leroy Van Dyke","81","60s Country/Classic Country","2:06"

"Walkin' After Midnight (105bpm)(8ct looper)","Patsy Cline","105","60s Country/Classic Country","2:01"

"Wanted Man (4 phrase)(slow start)","Johnny Cash","91","60s Country/Classic Country","2:52"

"Western Union","Elvis Presley","142","60s Country/Classic Country","2:13"

"Who's Gonna Take The Garbage Out (Doubletime)","Loretta Lynn & Ernest Tubb","85","60s Country/Classic Country","2:22"

"Wine Me Up","Faron Young","140","60s Country/Classic Country","2:23"

"Wishful Thinking","Wynn Stewart","137","60s Country","2:47"

"You Ain't Woman Enough","Loretta Lynn","150","60s Country/Classic Country","2:13"

"You'll Remember Me (8ct looper)","Stoney Edwards","133","60s Country/Classic Country","2:36"

"Your Good Girl's Gonna Go Bad (Doubletime)","Tammy Wynette","94","60s Country/Classic Country","2:01"

"Your Squaw Is On The Warpath (doubletime)","Loretta Lynn","87","60s Country/Classic Country","2:02"

