Song Title,Artists,BPM,Comments,Length
"Baby Got Back  (Dj Cut)","Sir Mix-A-Lot","128","90s A-Sides West Coast Rap/Top Rap{Radio Hits}/MensSports","4:05"

"Back In The Day (Edited)(Remix)(4 phrase)","Ahmad Lewis","80","90s A-Sides L.A. Rap","5:03"

"Back In The Day (Dirty)(Remix)(4 phrase)","Ahmad Lewis","80","90s A-Sides L.A. Rap","5:03"

"Back Seat","L.L. Cool J.","90","90s B-Sides Rap Nation","4:32"

"Back To The Hotel (Radio Edit)","N2Deep","100","90s A-Sides Bay Area Rap","5:05"

"Backyard Boogie (Dj cut)","Mack 10","96","90s A-Sides L.A. Rap","3:59"

"Bad Boyz (Clean) ","Barrington Levy/Shyne","83","90s A-Sides Rap Nation","4:10"

"Bad Boyz (Dirty)","Barrington Levy/Shyne","83","90s A-Sides Rap Nation","3:50"

"Bad Intentions (Clean) (Feat. Knoc-Turn'al) (8ct looper)","Dr. Dre","93","90s B-Sides L.A. Rap","3:05"

"Bad Intentions (Dirty) (feat. Knoc-Turn'al) (8ct looper)","Dr. Dre","93","90s B-Sides L.A. Rap","3:04"

"Bammer Weed (Dirty)","RBL Posse","114","90s B-Sides Bay Area Rap","5:28"

"Bang Bang (Clean)","Dr. Dre","98","90s A-Sides L.A. Rap/Top Rap{West Coast}","3:16"

"Bang Bang","Dr. Dre","95","90s A-Sides L.A. Rap/Top Rap{West Coast}","3:42"

"Bang It! (instrumental)","The Frontline","104","90s B-Sides Rap Nation","3:36"

"Bang It!","The Frontline","104","90s B-Sides Rap Nation/Club","3:37"

"Be True To Yourself (Dj cut - Dirty)","2nd II None","113","90s A-Sides L.A. Rap","2:51"

"Be True To Yourself (Dj cut - Clean)","2nd II None","113","90s A-Sides L.A. Rap","2:51"

"Been Around The World [Clean}","P Diddy","99","90s A-Sides Rap Nation/Top Rap{East Coast}","5:15"

"Bet Ya Man Can't (Triz). (clean)","Fat Joe","96","90s A-Sides Rap Nation","3:52"

"Between Me and You (8ct looper)","Ja Rule","94","90s B-Sides Rap Nation","4:09"

"Bitch Please II (Clean)","Eminem","96","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:51"

"Bia' Bia' [Edited] (Dj cut 2022)(4 phrase)","Lil Jon","80","90s A-Sides Rap Nation{Radio Hits}","5:01"

"Bia' Bia' [Explicit] (doubletime)","Lil Jon","80","90s A-Sides Rap Nation{Radio Hits}","5:01"

"Bia' Bia' 2 (Clean)(Dj Cut 2022)(4 phrase)","Lil Jon & The East Side Boyz, Too Short & Chyna Whyte","80","90s B-Sides Rap Nation","4:04"

"Big Ballin' With My Homies - E-40 - 88","E-40","88","90s B-Sides Bay Area Rap","3:57"

"Big Ole Butt (Dj Cut)","L.L. Cool J.","98","90s A-Sides Rap Nation/Top Rap{East Coast}","4:55"

"Big Pimpin' (4 Phrase)","Jay-Z","138","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:08"

"Big Poppa (clean) - 84","The Notorious B.I.G.","84","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:13"

"B---h Betta Have My Money (Clean)","AMG","104","90s A-Sides L.A. Rap","3:31"

"Bitch Betta Have My Money (Dirty)","AMG","104","90s A-Sides L.A. Rap","3:16"

"Bitch Please II (Dirty)","Eminem","96","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:51"

"Bitches Ain't Shit [Explicit](Dj cut)","Dr. Dre","92","90s B-Sides L.A. Rap","4:54"

"Black in America","M.C. Supreme","108","90s B-Sides Rap Nation","5:13"

"Bling Bling (Clean) (Dj cut 2022)","B.G. feat. Big Tymers & Hot B","99","90s A-Sides Rap Nation","3:43"

"Blue Bird","RBL Posse","89","90s B-Sides Bay Area Rap","3:46"

"Blue Cheese","The UMC's","108","90s A-Sides Bay Area Rap","3:31"

"Body Movin' (Dj Cut 2023)","Beastie Boys","99","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:03"

"Boom! I Got Your Boyfriend","M.C. Luscious","130","90s B-Sides Rap Nation","4:26"

"Boom! I Got Your Girlfriend","The Boys From The Bottom","133","90s B-Sides Rap Nation","3:05"

"Born and Raised In Compton (Clean)(Dj Cut 2022)","DJ Quik","90","90s A-Sides L.A. Rap","3:34"

"Born and Raised in Compton [Dirty](Dj Cut 2022)","DJ Quik","90","90s A-Sides L.A. Rap","3:34"

"Born To Roll (Clean)","Masta Ace","92","90s A-Sides Rap Special","4:12"

"Born To Roll (Dirty)","Masta Ace","92","90s A-Sides Rap Special","4:15"

"Bounce To This (Class Edit) (School Only)","RBL Posse","90","90s B-Sides Bay Area Rap/Club","3:14"

"Bounce To This (Dirty)","RBL Posse","90","90s B-Sides Bay Area Rap/Club","5:12"

"Bounce With Me (Edited Album Version) (doubletime)","Lil Bow Wow feat. XSCAPE","144","90s A-Sides Rap Nation{Radio Hits}","2:56"

"Bouncin Back (Bumpin' Me Against The Wall) (Clean)(Dj Cut 2023)","Mystikal","95","90s A-Sides Rap Nation{Radio Hits}","2:51"

"Bow Down (Clean)","Westside Connection","93","90s A-Sides L.A. Rap","3:40"

"Bow Down (Dirty)","Ice Cube","93","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","3:39"

"Bow Wow (That's My Name) (LP Radio Edit) [Clean]","Lil Bow Wow","92","90s A-Sides L.A. Rap","3:42"

"Break Me Off (looper)","Missy Elliott/Ludacris","94","90s B-Sides Rap Nation/Club","2:48"

"Break Yourself","Spice 1","99","90s B-Sides Bay Area Rap","4:10"

"Breakdown (Class Edit)","Fu-Schnickens","98","90s B-Sides Rap Nation/Club","4:04"

"Breakdown (Dirty)","Fu-Schnickens","98","90s B-Sides Rap Nation/Club","4:12"

"Breathe And Stop (Clean Edit)","Q-Tip","98","90s A-Sides Rap Nation","4:04"

"Breathe and Stop (Dirty)","Q-Tip","98","90s A-Sides Rap Nation","4:03"

"Bring The Pain [Dirty](Dj Cut 2023)","Method Man","102","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:24"

"Browsin (Clean) ","Eleven Five","80","90s B-Sides Bay Area Rap","4:08"

"Buddy (12" Remix)","De La Soul","100","90s A-Sides Rap Nation","7:15"

"Buggin' Out","A Tribe Called Quest","96","90s B-Sides Rap Nation","3:37"

"Burn (Edit)","Militia","92","90s A-Sides L.A. Rap","4:11"

"C.R.E.A.M. (Radio Edit)","Wu-Tang Clan","90","90s A-Sides Rap Nation/Top Rap{East Coast}","3:58"

"Cake Boy","Sir Mix-A-Lot","106","90s B-Sides West Coast Rap","4:06"

"California Love","Tupac /Danny Ray","92","90s A-Sides West Coast Rap/Top RapMensSports{West Coast}","4:45"

"Call Me (Dirty)","Lil' Kim/Too Short","85","90s B-Sides Bay Area Rap/Club","5:00"

"Can I get a","Jay-Z","88","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:32"

"Can I Get  A (Radio Edit)","Jay-Z","88","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:32"

"Can I Get a Bi--h (Dj cut)","Too $hort","96","90s B-Sides Bay Area Rap/Club","5:21"

"Can You Feel Me (Clean)","Dru Down","89","90s B-Sides Bay Area Rap","4:13"

"Can You Feel Me (Dirty)","Dru Down","89","90s B-Sides Bay Area Rap","4:13"

"Candyman","L.L. Cool J","89","90s B-Sides Rap Nation/Club","3:57"

"Cant Hold Me Down (clean) 93bpm","P Diddy","93","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:59"

"Cant Truss It {Dirty} (Dj Cut 2026)","Public Enemy","101.820000","90s A-Sides Rap Nation/Top Rap{East Coast}","5:09"

"Can't Trust It (Class Edit){Dj Cut 2026}","Public Enemy","101.820000","90s A-Sides Rap Nation/Top Rap{East Coast}","5:09"

"Captain Save a Ho (dirty)","E-40","83","90s A-Sides Bay Area Rap","4:47"

"Captain Save A Hoe (Radio Edit) - 83","E-40","83","90s A-Sides Bay Area Rap","4:49"

"Cell Therapy (Clean Edit)[Dj Special 2024]2.0","Goodie Mob","83","90s A-Sides Rap Nation{Radio Hits}","4:28"

"Cell Therapy (Dirty)[Dj Special 2024]2.0","Goodie Mob","83","90s A-Sides Rap Nation{Radio Hits}","4:28"

"Change Clothes (ft.Pharrel)","Jay-Z","104","90s A-Sides Rap Nation/Top Rap{East Coast}","4:19"

"Change The Game [Clean] (Album Version (Edited)) [feat. Beanie Sigel & Memphis Bleek]","Jay-Z","94","90s B-Sides Rap Nation/Club","3:09"

"Changes (Dj Cut 2024)","Tupac /Digital Underground","111","90s B-Sides West Coast Rap","4:34"

"Check the Rhyme","A Tribe Called Quest","96","90s A-Sides Rap Nation","3:39"

"Check Yo Self - (Dirty)","Ice Cube","101","90s A-Sides Bay Area Rap/Top Rap{West Coast}","4:33"

"Check Yo Self (Clean Remix)","Ice Cube","101","90s A-Sides Bay Area Rap/Top Rap{West Coast}","3:53"

"Cheddar - Explicit","WC and the MAAD Circle","93","90s B-Sides L.A. Rap/Club","4:02"

"Cheddar (Radio Edit)","WC and the MAAD Circle","92","90s B-Sides L.A. Rap/Club","4:02"

"Cheif Rocka (Edit)","Lords Of The Underground","100","90s A-Sides Rap Nation","4:00"

"Chief Rocka","Lords Of The Underground","100","90s A-Sides Rap Nation","4:02"

"Chin Check (Dirty)","N.W.A","100","90s B-Sides West Coast Rap/Club","4:23"

"C'mon N' Ride It (The Train)","Quad City DJ's","136","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:03"

"Cold Rock A Party","MC Lyte","93","90s B-Sides Rap Nation/Club","4:14"

"Come Baby Come","K7","107","90s A-Sides Rap Nation","3:54"

"Come With Me (Clean Edit) (Doubletime)","P Diddy","82","90s A-Sides Rap Nation/Top Rap{Radio Hits}","6:02"

"Come With Me (Dirty) (Doubletime)","P Diddy","82","90s A-Sides Rap Nation/Top Rap{Radio Hits}","6:06"

"Cop That Sht (Clean)","Timbaland/Missy","101","90s B-Sides Rap Nation/Club","3:51"

"County Line (Radio Version) (Dj cut)","Coolio","99","90s A-Sides L.A. Rap/Top Rap{West Coast}","2:57"

"County Line (Explicit)","Coolio","99","90s A-Sides L.A. Rap/Top Rap{West Coast}","2:58"

"Crossover","EPMD","101","90s B-Sides Rap Nation/Club","3:48"

"Crush on You","The Notorious B.I.G.","88","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:34"

"Da' Dip","Freak Nasty","131","90s A-Sides Rap Nation{Radio Hits)","3:34"

"Da Rockwilder [Clean]","Method Man & Redman","100","90s A-Sides Rap Nation/Top Rap{Radio Hits}","2:19"

"Daddy's Little Girl","Nikki D","99","90s B-Sides Rap Nation","4:00"

"Danger","Mystical","101","90s B-Sides Rap Nation/Club","3:19"

"Danger (When The East is in the house) (Dirty) [Dj Cut 2024)","Blahzay Blahzay","89","90s A-Sides Rap Nation","3:48"

"Danger (When The East is in the house) (Radio Edit) [Dj Cut 2024)","Blahzay Blahzay","89","90s A-Sides Rap Nation","3:42"

"Dangerous [Clean Version] ","Busta Rhymes","103","90s A-Sides Rap Nation","3:38"

"Dazzey Duks (Dj cut 2022)","Duice","134","90s A-Sides Rap Nation{Radio Hits}","4:08"

"Deep Cover (Radio Edit) ","Dr. Dre feat. Snoop Dogg","95","90s B-Sides L.A. Rap/Club","3:44"

"Deep Cover (Dirty)","Dr. Dre Ft. Snoop Dogg","95","90s B-Sides L.A. Rap/Club","3:49"

"Deep (looper)","DJ Quik","97","90s B-Sides L.A. Rap","3:43"

"Déjà Vu (Uptown Baby) (Dj cut) (Dirty) (SLOW START)","Lord Tariq & Peter Gunz","97","90s B-Sides Rap Nation/Club","4:41"

"Déjà Vu (Uptown Baby) (Clean Version) (SLOW START)","Lord Tariq & Peter Gunz","97","90s B-Sides Rap Nation/Club","4:43"

"Ditty (Clean) [Dj Cut 2024]","Paperboy","99","90s A-Sides Bay Area Rap","4:06"

"Ditty (Dirty)  [Dj Cut 2024]","Paperboy","99","90s A-Sides Bay Area Rap","4:06"

"Do For Love [Clean]","Tupac","95","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:42"

"Do For Love [Explicit]","Tupac","95","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:42"

"Do Or Die (Radio Edit)(Dj special 2022)(4 phrase doubletime)","Po Pimp","142","90s A-Sides Rap Nation{Radio Hits}","3:52"

"Do The Bart Man","Bart Simpson","103","90s A-Sides Rap Nation{Radio Hits}","5:11"

"Do the Bus a Bus [Clean Edit]","Busta Rhymes","103","90s B-Sides Rap Nation","3:28"

"Do the Bus a Bus [Dirty]","Busta Rhymes","103","90s B-Sides Rap Nation","3:28"

"Do You Want Me ","Salt-N-Pepa","121","90s A-Sides Rap Nation/Top Rap{East Coast}","3:59"

"Dock Of The Bay","The WhoRidas","96","90s A-Sides Bay Area Rap","3:56"

"Doggy Dogg World [Clean] (Dj Cut 2024)","Snoop Doggy Dogg","93","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:16"

"Doggy Dogg World [Dirty] (Dj Cut 2024)","Snoop Doggy Dogg","93","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:55"

"Dogpound Gangstaz","Tha Dogg Pound","96","90s B-Sides L.A. Rap","5:22"

"Doin It (Class edit)","L.L. Cool J.","95","90s A-Sides Rap Nation/Top Rap{East Coast}","3:56"

"Doin It (Dirty)","L.L. Cool J.","95","90s A-Sides Rap Nation/Top Rap{East Coast}","4:54"

"Doing Dumb S--t (Clean Edit)","Ice Cube","108","90s A-Sides L.A. Rap/Top Rap{West Coast}","3:31"

"Doing Dumb S--t","Ice Cube","108","90s A-Sides L.A. Rap/Top Rap{West Coast}","3:45"

"Dollaz and Sense (Class Edit)","DJ Quik","98","90s B-Sides L.A. Rap","4:47"

"Dollaz and Sense (Dirty)","DJ Quik","98","90s B-Sides L.A. Rap","5:54"

"Doo Wop (That Thing)","Lauryn Hill","100","90s A-Sides Rap Nation","5:20"

"Down For My Hitters (Clean Version)","C-Murder","91","90s A-Sides Rap Nation{Radio Hits}","3:47"

"Down For My Niggas - C-Murder ","C-Murder","91","90s A-Sides Rap Nation{Radio Hits}","3:46"

"Down With The King","Run-D.M.C.","96","90s A-Sides Rap Nation","5:02"

"Dre Day (Clean Radio Edit)  ","Dr. Dre","93","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:52"

"Dre Day (Dirty)","Dr. Dre","93","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:53"

"Dru Rules (Looper)","Dru Down","99","90s B-Sides Bay Area Rap/Club","1:45"

"Dusted 'n Disgusted (Clean F. Tupac) (Dj Cut 2023)","E-40 with 2pac, Mac Mall and S","92","90s B-Sides Bay Area Rap","5:07"

"Dusted 'n Disgusted (Dirty) (Dj Cut 2023)","E-40 with 2pac, Mac Mall and S","92","90s B-Sides Bay Area Rap","4:39"

"DWYCK [feat. Nice & Smooth] [Clean Edit] ","Gang Starr","99","90s B-Sides Rap Nation","4:03"

"DWYCK [Explicit] [feat. Nice & Smooth]","Gang Starr","99","90s B-Sides Rap Nation","4:03"

"E.I. (Explicit)","Nelly","90","90s A-Sides Rap Nation{Radio Hits}","4:45"

"E.I. (Album Version)","Nelly","90","90s A-Sides Rap Nation{Radio Hits}","4:45"

"Eastside Rendezvous (Dj Cut)","Kid Frost","86","90s B-Sides L.A. Rap","4:20"

"Eat 'em up L chill","L.L. Cool J.","97","90s A-Sides Rap Nation/Top Rap{East Coast}","4:40"

"Electric Relaxation","A Tribe Called Quest","98","90s B-Sides Rap Nation/Club","4:04"

"Everything's Gonna Be Alright (Class Edit)","Naughty By Nature","101","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:13"

"Everything's Gonna Be Alright","Naughty By Nature","101","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:14"

"Express Yourself (Salt and Pepa)","Salt-N-Pepa","108","90s B-Sides Rap Nation/Club","3:56"

"F*** You [Clean] (Album Version (Edited)) [feat. Devin a/k/a The Dude & Snoop Dogg]","Dr. Dre & Devin a/k/a The Dude & Snoop Dogg","92.440000","90s B-Sides L.A. Rap/Club","3:25"

"Fantastic Voyage - 12'' mix (Dirty)","Coolio","104","90s A-Sides L.A. Rap/Top Rap{West Coast}","5:34"

"Fantastic Voyage (Radio Edit)","Coolio","104","90s A-Sides L.A. Rap/Top Rap{West Coast}","5:31"

"Feel Me Flow","Naughty By Nature","90","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:34"

"Feel So Good (Dj Cut 2026)","Mase","105.120000","http://m.togrool.com/","3:34"

"Feels Good (Dj cut)","Naughty by Nature","97","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:42"

"F-----g You Tonight [Clean]","The Notorious B.I.G.","89","90s A-Sides Rap Nation/Top Rap{Radio Hits}","5:43"

"F-----g You Tonight [Explicit]","The Notorious B.I.G.","89","90s A-Sides Rap Nation/Top Rap{Radio Hits}","5:44"

"Fiendin 4 Tha Funk","Eleven Five","94","90s B-Sides Bay Area Rap","3:56"

"F---in Wit Dank (Original)(Dj Cut 2022)","MC Pooh","93","90s B-Sides Bay Area Rap/Club","4:24"

"F---in Wit Dank (Remix)(Dj Cut 2022)","MC Pooh","94","90s B-Sides Bay Area Rap/Club","5:57"

"Fire & Earth","X-Clan","96","90s B-Sides Rap Nation","6:22"

"F--k Compton","Tim Dog","105","90s B-Sides Rap Nation","4:15"

"Flava In Ya Ear (Edit) (DJ Cut 2025)","Craig Mack","90","90s A-Sides Rap Nation","3:36"

"Flavor Of The Month","Black Sheep","97","90s B-Sides Rap Nation","4:19"

"Foe Life (Edited)","Mack 10","91","90s B-Sides L.A. Rap/Club","4:14"

"Foe Life (Explicit)","Mack 10","91","90s B-Sides L.A. Rap/Club","4:14"

"For All My Niggaz and Bitches (looper)","Snoop Dogg","88","90s B-Sides L.A. Rap/Club","4:44"

"For The Love Of Money - Living For The City","Queen Latifah","98","90s A-Sides Rap Nation","0:00"

"Forgot About Dre (Clean Version)","Dr. Dre feat. Eminem","133","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","3:44"

"Freakin' It ","Will Smith","112","90s A-Sides Rap Nation{Radio Hits}","3:59"

"Fu-Gee-La","The Fugees","90","90s A-Sides Rap Nation","4:20"

"Fun House (Short)","Kid 'N Play","113","90s B-Sides Rap Nation/Club","4:03"

"Funkdafied [Clean] (Dj Cut 2025)","Da Brat","91","90s A-Sides Rap Nation{Radio Hits}","3:23"

"Funkdafied [Dirty] (Dj Cut 2025)","Da Brat","91","90s A-Sides Rap Nation{Radio Hits}","3:24"

"Funkin' Lesson (Dj Cut 2025)2.0","X-Clan","113","90s A-Sides Rap Nation","4:05"

"Funky For You (8ct looper)","Nice And Smooth","100","90s B-Sides Rap Nation/Club","3:58"

"Funky Song (Class Edit)(Dj Cut 2022)","Funky Maing","96","90s A-Sides Bay Area Rap","4:20"

"Funky Song (Dirty)(Dj Cut 2022)","Funky Maing","96","90s A-Sides Bay Area Rap","4:21"

"Funky Y2C","The Puppies","138","90s B-Sides Rap Nation/Club","3:29"

"Game Recognize Game [Remix]","Get Low Playaz","95","90s A-Sides Bay Area Rap","4:11"

"Gangsta Lovin","Eve","96","90s B-Sides Rap Nation","2:21"

"Gangsta's Fairytail (clean) (Dj Cut 2022)","Ice Cube","110","90s B-Sides L.A. Rap/Club","3:05"

"Gangsta's Fairytail (Dj Cut) (Dirty)","Ice Cube","110","90s B-Sides L.A. Rap/Club","3:05"

"Gangstas Make the World Go Round","Westside Connection","90","90s B-Sides L.A. Rap","4:33"

"Gangsters Paradise","Coolio","80","90s A-Sides L.A. Rap/Top Rap{West Coast}","4:03"

"Garcia Vega (Dj Cut) (Dirty)","Eleven Five","115","90s A-Sides Bay Area Rap","3:09"

"Garcia Vega (Dj Cut) (Edited)","Eleven Five","115","90s A-Sides Bay Area Rap","3:08"

"Gaurd Your Grill (Class Edit)","Naughty By Nature","93","90s B-Sides Rap Nation","3:34"

"Gaurd Your Grill (Dirty)","Naughty By Nature","93","90s B-Sides Rap Nation","5:04"

"G'd Up (Class Edit) (Mixed)","Tha Eastsidaz","100","90s B-Sides L.A. Rap/Club","3:53"

"G'D Up (Clean/Radio) [Clean]","Tha Eastsidaz","97","90s B-Sides L.A. Rap/Club","4:35"

"G'd Up (Dirty)","Tha Eastsidaz","97","90s B-Sides L.A. Rap/Club","4:33"

"Get It On Tonight (Remix) (Dj Cut 2022)","L.L. Cool J","103","90s B-Sides Rap Nation/Club","3:43"

"Get It Poppin","Fat Joe ft Nelly ","100","90s A-Sides Rap Nation","3:34"

"Get It Together {Black Is A Force}(8ct looper)","F.S. Effect","113","90s B-Sides Rap Nation","4:25"

"Get Lifted (Dj cut)","The WhoRidas","94","90s B-Sides Bay Area Rap/Club","2:23"

"Get Ma Money On!","Ray Luv","107","90s A-Sides Bay Area Rap","5:24"

"Get Ma Money On! (Edited)","Ray Luv","107","90s A-Sides Bay Area Rap","5:24"

"Get Me Home [Clean] (Album Version (Edited)) [feat. Blackstreet]","Foxy Brown","96","90s B-Sides Rap Nation/Club","3:49"

"Get Money (Feat. Junior Mafia)","The Notorious B.I.G.","91","90s A-Sides Rap Nation/Top Rap{Radio Hits}","4:34"

"Get Right (Clean Edit)","Mac Mall","84","90s B-Sides Bay Area Rap/Club","4:28"

"Get Right (Dirty)","Mac Mall","84","90s B-Sides Bay Area Rap/Club","4:28"

"Get Up and Dance (8ct looper)","M.C. Superb feat. D.J. Pressure","121","90s B-Sides L.A. Rap","4:12"

"Get Your Freak On (Clean)","Missy Elliot","91","90s A-Sides Rap Nation{Radio Hits}","2:57"

"Get Your Freak On (Dirty)","Missy Elliot","89","90s A-Sides Rap Nation{Radio Hits}","3:45"

"Get Your Roll On [Clean]","Big Tymers","89","90s B-Sides Rap Nation","3:52"

"Gettin It - 84","Too $hort","84","90s A-Sides Bay Area Rap/Top Rap{Radio Hits}","5:41"

"Gettin' Jiggy Wit It","Will Smith","108","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:47"

"Ghetto Jam (Clean)","Domino","86","90s A-Sides L.A. Rap","4:48"

"Ghetto Jam (dirty)","Domino ","86","90s A-Sides L.A. Rap","4:48"

"Ghetto Supastar (That is What You Are)","Pras feat. Ol' Dirty Bastard & Mýa","100","90s A-Sides Rap Nation","4:21"

