Song Title,Artists,BPM,Comments,Length

"#1 Stunna (Clean) [Dj Cut 2024]","Big Tymers","89","90s A-Sides Rap Nation{Radio Hits}","4:49"

"#1 Stunna (Dirty) [Dj Cut 2024]","Big Tymers","89","90s A-Sides Rap Nation{Radio Hits}","4:49"

"? Vs. Rahzel","The Roots","92","90s B-Sides Rap Nation","3:18"

"1,2,3,4 (Class Edit)","Coolio","114","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","3:06"

"1-2-3-4 (Sumpin' New) [Rerecorded]","Coolio","115","90s B-Sides L.A. Rap","3:13"

"2 Legit 2 Quit [Dj Cut 2026]","MC Hammer","124.000000","90s A-Sides Bay Area Rap","5:40"

"2 Live Crew Mega Mix (Extra Clean Edit)","2 Live Crew","124.120000","90s A-Sides Rap Nation/Top Rap{Radio Hits}","5:20"

"2 Live Crew Mega Mix (Clean)","2 Live Crew","124.120000","90s A-Sides Rap Nation/Top Rap{Radio Hits}","5:20"

"2 Of Americas Most Wanted (Radio Edit)","Tupac","99","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:02"

"2 of Amerikaz Most Wanted (Dirty)","Tupac /Snoop Dogg","99","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:07"

"68 and I O U 1","Afro Rican","139","90s A-Sides Rap Nation","3:10"

"'93 'Til Infinity (Clean)","Souls of Mischief","103","90s B-Sides Bay Area Rap/Club","5:03"

"'93 'Til Infinity (Dirty)","Souls of Mischief","103","90s B-Sides Bay Area Rap/Club","5:03"

"100 Miles and Running (Radio Edit)","N.W.A","112","90s B-Sides L.A. Rap","4:29"

"187 proof","Spice 1 ","93","90s B-Sides Bay Area Rap","3:50"

"360 (What Goes Around) [Clean Edit](8ct looper)","Grand Puba","102","90s B-Sides Rap Nation/Club","4:02"

"360 (What Goes Around) [Explicit](8ct looper)","Grand Puba","102","90s B-Sides Rap Nation/Club","4:02"

"415 (Dirty)","415","97","90s B-Sides Bay Area Rap","5:44"

"415 (Edited)","415","97","90s B-Sides Bay Area Rap","5:43"

"A Minute to Pray and a Second to Die (8ct looper)","Scarface","94","90s B-Sides Rap Nation","4:44"

"Addams Groove (120bpm)","MC Hammer","120","90s B-Sides Bay Area Rap","4:03"

"Afro Puffs (Class Edit)","The Lady Of Rage","91","90s B-Sides L.A. Rap/Club","4:45"

"Afro Puffs (Dirty)","The Lady Of Rage","91","90s B-Sides L.A. Rap/Club","4:47"

"Aint' Gon Do [Edited]","Richie Rich","93","90s B-Sides Bay Area Rap/Club","5:05"

"Aint' Gon Do [Explicit]","Richie Rich","93","90s B-Sides Bay Area Rap/Club","5:04"

"Ain't No Fun (Dirty) {Dj Cut 2025}","Snoop Dogg","100","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:03"

"Ain't No Fun (instrumental)","Snoop Doggy Dogg","100","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:03"

"Ain't No Fun (Radio Edit) {Dj Cut 2025}","Snoop Dogg","100","90s A-Sides L.A. Rap/Top Rap{Radio Hits}","4:02"

"Ain't No Nigga (looper)","JAY-Z","99","90s B-Sides Rap Nation/Club","4:04"

"Ain't No Playa (looper)","Jay-Z","99","90s B-Sides Rap Nation/Club","4:27"

"Ain't Nothin' Wrong","2nd II None","100","90s B-Sides L.A. Rap/Club","3:19"

"All About U [Dirty] (Dj Cut 2024)","Tupac","103","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:23"

"All About U [Edit] (Dj Cut 2024)","Tupac","103","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:21"

"All I Ever Want","Mase","102","90s B-Sides Rap Nation/Club","3:42"

"All of Puerto Rico","Afrorican","134","90s A-Sides Rap Nation","3:18"

"All Tha Time (Featuring B-legi","E-40","92","90s B-Sides Bay Area Rap","3:21"

"Alright","Kris Kross","97","90s A-Sides Rap Nation{Radio Hits)","4:03"

"Ambitions As A Rider (Explicit)","Tupac","87","90s B-Sides West Coast Rap/Club","4:39"

"Americaz Most Complete Artist","Dj Quik","96","90s B-Sides L.A. Rap","3:30"

"Ante Up (Robbin Hoodz Theory) [Clean]","M.O.P.","94","90s A-Sides Rap Nation","3:53"

"Appetite For Destruction (Clean)","N.W.A","105","90s B-Sides L.A. Rap","3:08"

"Appetite For Destruction","N.W.A","105","90s B-Sides L.A. Rap","3:09"

"Area Codes","Nate Dogg","102","90s A-Sides L.A. Rap","3:29"

"Around the Way Girl","L.L. Cool J.","101","90s A-Sides Rap Nation/Top Rap{East Coast}","4:05"

"ATLiens (Radio Edit)","OutKast","97","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:44"

"ATLiens (Dirty)","Outkast","97","90s A-Sides Rap Nation/Top Rap{Radio Hits}","3:51"

"Award Tour (ClassEdit)","A Tribe Called Quest","97","90s A-Sides Rap Nation","3:26"

"Award Tour (Dirty)","A Tribe Called Quest","97","90s A-Sides Rap Nation","3:27"

"Baby Don't Cry (Keep Ya Head Up II) [Clean]","2pac & The Outlawz","94.220000","90s A-Sides West Coast Rap/Top Rap{West Coast}","4:23"

