Song Title,Artists,BPM,Comments,Length

"I Don't Care - 2NE1 (Reggae mix)","2ne1","150","2010s Pop B-Sides","3:53"

"Please Don't Go","2ne1","123","2010s Pop B-Sides","3:18"

"난 바빠 Let Me Go","2ne1","128","2010s Pop/Cusp","3:38"

