Song Title,Artists,BPM,Comments,Length

"2 Pina Coladas","Garth Brooks","116","90s Country/Guitar","3:36"

"12 Bar Blues","Bruce Robison","81","90s Country","4:17"

"455 Rocket","Kathy Mattea","123","90s Country","4:09"

"A Little Less Talk And A Lot More Action","Toby Keith","125","90s Country","2:49"

"A Perfect Love (Songbook Version)","Trisha Yearwood","130","90s Country","2:57"

"Achy Breaky Heart (Slow start)","Billy Ray Cyrus","122","90s Country/Guitar","3:25"

"Aint Goin Down Till The Sun Comes Up - 170","Garth Brooks","85","90s Country/Guitar/MensSports","3:02"

"All my X's Live in Texas","George Strait","130","90s Country/Guitar","3:21"

"All Night Long","Montgomery Gentry","89","90s Country","3:33"

"All You Ever Do Is Bring Me Down (Live in Austin, Texas)","The Mavericks","142","90s Country","6:32"

"American Honky Tonk Bar Association","Garth Brooks","152","90s Country/Guitar/MensSports","3:33"

"Any Man Of Mine (Double Time)","Shania Twain","156","90s Country/Club/Dance/WMSport","4:07"

"Baby Likes To Rock It - 79.88","The Tractors","159","90s Country/Guitar","3:57"

"Backroads (Dj Cut 2023)","Ricky Van Shelton","83","90s Country","3:43"

"Barlight (Album Version)","Charlie Robison","149","90s Country","3:36"

"Be My Baby Tonight - 78.43","John Michael Montgomery","156","90s Country","2:52"

"Beer and Bones","John Michael Montgomery","122","90s Country","3:37"

"Beer Run (Dj Cut 2026)[4 Phrase]","Garth Brooks","158","90s Country/Guitar","3:13"

"Before You Kill Us All","Randy Travis","133","90s Country","3:23"

"Better Class Of Losers (8ct looper)","Randy Travis","89","90s Country","2:42"

"Big Ole Brew (8ct looper)","Mel McDaniel","102","90s Country","2:53"

"Blame It On Mexico (Dj Special 2022)(4 phrase)","George Strait","101","90s Country","2:49"

"Blame It On Texas (Album Version)","Mark Chesnutt","157","90s Country","2:51"

"Blue Clear Sky (8ct looper) ","George Strait","124","90s Country","2:55"

"Boogie Woogie Choo Choo Train","The Tractors","82","90s Country/Guitar","3:35"

"Boot Scootin' Boogie (club Mix)[Dj Cut 2026]","Brooks & Dunn","130.250000","90s Country/Guitar/MensSports","6:31"

"Born Country (Doubletime)","Alabama","83","90s Country","3:18"

"Born to Fly (Dj Special 2023)","Sara Evans","100","90s Country","5:35"

"Brand New Man","Brooks & Dunn","127","90s Country","2:59"

"Brother Jukebox (Dj Cut 2023)","Mark Chesnutt","142","90s Country","3:10"

"Bubba Shot The Jukebox (4 phrase)","Mark Chesnutt","82","90s Country","3:06"

"Burnin' The Roadhouse Down [feat. Garth Brooks]","Steve Wariner","110","90s Country","2:08"

"Callin Baton Rouge (Dj Cut 2026)2.0","Garth Brooks","107","90s Country/Guitar","2:47"

"Can't Stop A Train","The Derailers","93","90s Country","3:35"

"Chasin' That Neon Rainbow","Alan Jackson","150","90s Country","3:05"

"Chatahoochie (doubletime)","Alan Jackson","87","90s Country/Guitar/MensSports","3:59"

"Check Yes Or No","George Strait","111","90s Country","3:19"

"Come Next Monday","K.T. Oslin","82","90s Country","3:50"

"Country Club","Travis Tritt","127","90s Country","3:11"

"C-O-U-N-T-R-Y","Joe Diffie","125","90s Country","2:38"

"Daddys Money","Ricochet","134","90s Country","2:57"

"Dance The Night Away","The Mavericks","141","90s Country","4:21"

"Dixieland Delight (92bpm intro jumps to 119)","Alabama","92","90s Country","5:22"

"Don't Be Stupid (You Know I Love You)","Shania Twain","122","90s Country/WMSport","3:34"

"Don't Rock The Jukebox (Dj Cut 2022)","Alan Jackson","147","90s Country/Guitar","2:58"

"Don't Take Her She's All I Got (Dj Cut 2023)","Tracy Byrd","131","90s Country","3:32"

"Down at the Twist and Shout (Dj Cut 2026) [4 Phrase]","Mary Chapin Carpenter","96.000000","90s Country/Guitar","3:25"

"Down Home (8ct Looper)","Alabama","155","90s Country","3:28"

"Down On The Farm","Tim McGraw","127","90s Country/Guitar","2:45"

"Dreaming With My Eyes Open (4 Phrase)","Clay Walker","87","90s Country","3:33"

"Drive Me Wild","Sawyer Brown","129","90s Country","3:36"

"Dust On The Bottle","David Lee Murphy","100","90s Country","3:45"

"East Texas Pines","The Hollisters","83","90s Country","2:59"

"Forever & Ever, Amen","Randy Travis","90","90s Country","3:33"

