Song Title,Artists,BPM,Comments,Length
"Shakey Ground (Tempo Adjusted)","The Temptations","91","70s Classic Soul A-Sides/Pop-Radio","4:04"

"Shame","Evelyn "Champagne" King","133","70s Classic Soul A-Sides/WMSport","2:58"

"She Used To Be My Girl (SLOW START)","The O'Jays","112","70s Classic Soul A-Sides","4:00"

"Shining Star","Earth, Wind & Fire","102","70s Classic Soul A-Sides/Pop-Radio","2:53"

"Show Bizness","Gil Scott-Heron               ","105","70s Classic Soul A-Sides","2:50"

"Show You the Way to Go","The Jacksons","108","70s Classic Soul B-Sides","5:30"

"Signed, Sealed, Delivered I'm Yours","Stevie Wonder","108","70s Classic Soul B+Sides/Crossover","2:37"

"Sing A Happy Song","The O'Jays","123","70s Classic Soul B+Sides","5:00"

"SING A SONG ","Earth, Wind & Fire","122","70s Classic Soul A-Sides/Pop-Radio","3:25"

"Sir Duke (slow start)","Stevie Wonder","108","70s Classic Soul B+Sides/Dance","3:51"

"Skin Tight (Class Edit)","The Ohio Players","107","70s Classic Soul A-Sides","3:19"

"Slide","Slave","113","70s Classic Soul B+Sides/Dance","6:38"

"Slipping Into Darkness (Dj cut) (mixes @ 87 speeds to 89)","War","87","70s Classic Soul B-Sides","3:41"

"Smiling Faces Sometimes (8ct looper)","The Undisputed Truth","105","70s Classic Soul B-Sides","3:17"

"Soft and Wet","Prince","115","70s Classic Soul B+Sides/Dance","3:03"

"Soul Finger ","The Bar-Kays","115","70s Classic Soul B+Sides","2:23"

"Soul Power (Pt.1) [Dj Cut 2024]","James Brown","104","70s Classic Soul B-Sides","3:25"

"Soul Vaccination (Dj cut 2022)","Tower of Power","105","70s Classic Soul B-Sides","5:02"

"Soulful Strut (Fast start)","The Young-Holt Unlimited","91","70s Classic Soul A-Sides","3:00"

"Southern Girl","Maze Feat. Frankie Beverly","100","70s Classic Soul A-Sides","6:53"

"Spanish Harlem","Aretha Franklin","113","70s Classic Soul A-Sides","3:31"

"Spill The Wine","War","120","70s Classic Soul A-Sides/Pop-Radio","4:55"

"Square Biz (Dj Cut 2025) 2.0","Teena Marie","111","70s Classic Soul A-Sides/Pop-Radio","6:39"

"Stick Up","The Honey Cone","97","70s Classic Soul B-Sides","3:55"

"Stir It Up","Johnny Nash","83","70s Classic Soul B-Sides/Crossover","3:02"

"Stomp! (Dj Cut 2025)","The Brothers Johnson","119","70s Classic Soul A-Sides/Pop-Radio/MensSports","4:13"

"Stoned Love","The Supremes","119","70s Classic Soul B-Sides","3:01"

"Stoned To The Bone (Dj Cut 2022)","James Brown","100","70s Classic Soul B-Sides","4:05"

"Strawberry Letter 23","The Brothers Johnson","91","70s Classic Soul A-Sides/Pop-Radio","5:01"

"Suavecito (Full Version) Slow Start","Malo","114","70s Classic Soul B+Sides/Dance","6:36"

"Super Bad, Pts. 1-2","James Brown","125","70s Classic Soul A-Sides","4:59"

"Superfly (Slow Start)","Curtis Mayfield","119","70s Classic Soul A-Sides","4:00"

"Supernatural Thing, Pt. 1","Ben E. King","95","70s Classic Soul B-Sides","4:12"

"Superstar (Jesus Christ Superstar) (Dj cut 2022)","Andrew Lloyd Webber & "Jesus Christ Superstar" 1996 London Cast & Zubin Varla","123","70s Classic Soul B-Sides","3:37"

"Superstar","The Temptations","125","70s Classic Soul B-Sides","3:00"

"Superstition (Boosted Intro)","Stevie Wonder","99","70s Classic Soul A-Sides/Pop-Radio","3:59"

"Survival (8ct looper)","The O'Jay's","119","70s Classic Soul B+Sides","3:41"

"Sweet Home Chicago","Luther Allison","127","70s Classic Soul B-Sides","10:21"

"Sweet Sensation","Stephanie Mills","109","70s Classic Soul B-Sides","6:27"

"T.S.O.P. (The Sound of Philadelphia)","MFSB The Three Degrees","114","70s Classic Soul B-Sides","3:37"

"Take Me to the River","Al Green","118","70s Classic Soul B-Sides","3:45"

"Take Your Time","S.O.S Band","119","70s Classic Soul A-Sides/Pop-Radio","7:45"

"Takin' It To The Streets","The Doobie Brothers","147","","3:48"

"Talkin' Loud And Saying Nothin' (Dj Cut 2024)","James Brown","101","70s Classic Soul B-Sides","3:28"

"Telephone Bill (Dj Cut Special 2025)","Johnny "Guitar" Watson","110","70s Classic Soul A-Sides/Pop-Radio","5:01"

"Tell Me Something Good (Dj Cut 2024)(4 phrase)","Rufus & Chaka Khan","147","70s Classic Soul A-Sides/Pop-Radio","3:31"

"That Lady (Pt. 1 & 2)[SLOWSTART]","The Isley Brothers","129","70s Classic Soul A-Sides/Pop-Radio","5:34"

"That's the Joint [Dj Special 2023)","Funky 4 + 1","105","70s Classic Soul A-Sides","9:29"

"The Boss [feat The J B s] (Dj Cut 2024)","James Brown","96","70s Classic Soul B-Sides","3:20"

"The Breakdown (Pt. 1)","Rufus Thomas","97","70s Classic Soul B-Sides","3:18"

"The Ghetto - Donny Hathaway","Donny Hathaway","114","70s Classic Soul B+Sides","6:54"

"The Glow of Love (LP Version)","Change","118","70s Classic Soul B-Sides","6:15"

"The Groove Line","Heatwave","120","70s Classic Soul A-Sides","4:21"

"The Jeffersons (Movin' on Up) (Dj cut 2022)(4 phrase)","Various","92","70s Classic Soul B-Sides","1:18"

"The Love I Lost, Pt. 1","Harold Melvin & the Blue Notes","123","70s Classic Soul B+Sides","3:40"

"The Love You Save (Dj Cut 2025)","The Jackson 5","113","70s Classic Soul A-Sides/Pop-Radio","3:22"

"The Message From the Soul Sisters","Myra Barnes","99","70s Classic Soul B-Sides","4:14"

"The More I Get, the More I Want","Teddy Pendergrass","117","Amazon.com Song ID: 211278760","4:25"

"The Payback","James Brown","96","70s Classic Soul B-Sides","7:38"

"The Pride, Pts. 1 & 2","The Isley Brothers","114","70s Classic Soul B-Sides","5:34"

"The Rubberband Man (FAST start)","The Spinners","97","70s Classic Soul A-Sides/Pop-Radio/MensSports","3:36"

"Theme From Cleopatra Jones","Joe Simon","95","70s Classic Soul B+Sides","3:51"

"Theme from Shaft (Dj Cut)(SLOW START)","Isaac Hayes","121","70s Classic Soul A-Sides","2:57"

"Theme From The Black Hole","Parliament","110","70s Classic Soul A-Sides","4:40"

"Then Came You","The Spinners","117","70s Classic Soul B+Sides/Crossover","4:01"

"There It Is (Pts.1 & 2 / Single Version)(8ct looper)","James Brown","106","70s Classic Soul B-Sides","5:49"

"They Just Can't Stop It (The Games People Play)(Doubletime)","The Spinners","153","70s Classic Soul A-Sides","3:33"

"Think (About It) (Dj Cut)","Lyn Collins","113","70s Classic Soul A-Sides","2:55"

"Think (slow start)[Blues Brothers]","Aretha Franklin","128","70s Classic Soul B-Sides","3:16"

"Third World Revolution","Gil Scott-Heron","119","70s Classic Soul B-Sides","4:22"

"This Place Hotel","The Jacksons","96","70s Classic Soul A-Sides","5:44"

"This Time It's Real","Tower of Power","138","70s Classic Soul A-Sides","2:54"

"This Will Be (An Everlasting Love) (125bpm)","Natalie Cole","125","70s Classic Soul A-Sides","2:51"

"Time to Get Down","The O'Jays","118","70s Classic Soul B-Sides","2:52"

"Tired Of Being Alone","Al Green","98","70s Classic Soul B+Sides","2:48"

"Tonight I'm Alright","Narada Michael Walden","120","70s Classic Soul B+Sides","5:20"

"Too Hot To Trot","The Commodores","120","70s Classic Soul A-Sides","5:38"

"Too Hot","Kool and The Gang","104","70s Classic Soul B+Sides","5:08"

"Too Tight","Con Funk Shun","121","70s Classic Soul B+Sides/Dance","3:13"

"Torture","The Jacksons","131","70s Classic Soul B+Sides/Dance","4:51"

"Treat Her Like a Lady","The Temptations","113","70s Classic Soul A-Sides/Pop-Radio","4:42"

"Trouble Man (Dj Cut) (Slow Start)","Marvin Gaye","108","70s Classic Soul B+Sides","3:50"

"Turn Back the Hands of Time","Tyrone Davis","117","70s Classic Soul B-Sides","2:59"

"Turn Your Love Around (Dj Cut 2025)","George Benson","103","70s Classic Soul A-Sides/Pop-Radio","4:06"

"Until You Come Back to Me (That's What I'm Gonna Do)[Dj Cut 2023]","Aretha Franklin","94","70s Classic Soul B+Sides","3:27"

"Upside Down (Dj Special 2025)","Diana Ross","108","70s Classic Soul A-Sides/Pop-Radio","4:08"

"Uptown","Prince","126","70s Classic Soul B+Sides/Dance","4:09"

"Use Me (Esther Phillips)[4 Phrase]","Esther Phillips","83","70s Classic Soul B-Sides","4:05"

"Use Me (Bill Withers) (4 phrase doubletime)","Bill Withers","154","70s Classic Soul A-Sides","3:42"

"Vehicle (SLOW START)","The Ides of March","103","70s Classic Soul A-Sides/Pop-Radio","2:59"

"Walk Away From Love","David Ruffin","101","70s Classic Soul B-Sides","3:20"

"Walking in Rhythm","Donald Byrd & The Blackbyrds","113","70s Classic Soul A-Sides/Pop-Radio","4:14"

"Want Ads (Class Edit) (Dj Cut)","The Honey Cone","95","70s Classic Soul A-Sides/Pop-Radio","2:43"

"War (Edwin Starr) [Dj Cut 2023]","Edwin Starr","108","70s Classic Soul B+Sides/Crossover","3:29"

"Watching You","Slave","110","70s Classic Soul B+Sides/Dance","4:42"

"We Are Family","Sister Sledge","119","70s Classic Soul A-Sides/WMSport","3:37"

"We Got the Funk (Instrumental)","Positive Force","112","70s Classic Soul B+Sides/Dance","4:37"

"We're Gonna Make It (Mavis Staples) (Dj cut 2022)","Mavis Staples","111","70s Classic Soul B-Sides","3:28"

"What a Difference a Day Makes","Esther Phillips","136","70s Classic Soul B+Sides/Crossover","4:30"

"What a Fool Believes","The Doobie Brothers","120","70s Classic Soul B-Sides","3:44"

"What Am I Gonna Do With You","Barry White","115","70s Classic Soul B-Sides","3:39"

"What Happened to the World That Day (Remastered)","Tower Of Power","115","70s Classic Soul B-Sides","4:13"

"What Is Hip? (Dj Cut 2025) 3.0","Tower of Power","102","70s Classic Soul A-Sides/Pop-Radio","5:27"

"What Is Hip? (Live)","Tower of Power","110","70s Classic Soul B-Sides","6:22"

"What You Waitin For","Stargard","104","70s Classic Soul B-Sides","3:33"

"What You Wont Do For Love","Bobby Caldwell","84","70s Classic Soul B-Sides","4:42"

"Whatcha See Is Whatcha Get (doublertime)","The Dramatics","153","70s Classic Soul A-Sides","4:00"

"Whats Going On","Marvin Gaye","101","70s Classic Soul A-Sides","3:53"

"When Will I See You Again","THE THREE DEGREES","120","70s Classic Soul B+Sides","2:59"

"Where Are All My Friends","Harold Melvin & The Blue Notes","129","70s Classic Soul B-Sides","3:20"

"Where Is the Love (Roberta Flack)","Roberta Flack & Donny Hathaway","116","70s Classic Soul B-Sides","2:44"

"Which Way Is Up (Theme)","Stargard","104","70s Classic Soul A-Sides/WMSport","6:51"

"Who's Making Love","Johnnie Taylor","115","70s Classic Soul B+Sides","2:50"

"Why Can't We Be Friends","War","92","70s Classic Soul A-Sides/Pop-Radio","3:51"

"Wide Receiver (Class Edit)","Michael Henderson","125","70s Classic Soul B-Sides","4:20"

"Will It Go Round In Circles (Dj Cut 2024 2.0)","Billy Preston","98","70s Classic Soul A-Sides/Pop-Radio","4:35"

"Women's Love Rights (Dj Special 2023)","Laura Lee","95","70s Classic Soul B-Sides","3:21"

"Working Day and Night","Michael Jackson","130","70s Classic Soul A-Sides/Pop-Radio","5:13"

"Working My Way Back to You/Forgive Me, Girl","The Spinners","121","70s Classic Soul A-Sides/Pop-Radio","4:06"

"Yes We Can Can","The Pointer Sisters","87","70s Classic Soul B+Sides","6:02"

"You - Bill Withers","Bill Withers","148","70s Classic Soul A-Sides","5:25"

"You and I (Class Edit)","Rick James","119","70s Classic Soul A-Sides/Pop-Radio","4:25"

"You Are the Sunshine of My Life (SLOW START)","Stevie Wonder","133","70s Classic Soul B+Sides","2:54"

"You Can Do It (Class Edit)]","One Way","115","70s Classic Soul B+Sides","5:51"

"You Can't Change That (8ct Looper)","Ray Parker Jr & Raydio","85","70s Classic Soul B-Sides","3:23"

"You Got The Love","Rufus","97","70s Classic Soul B+Sides/Dance","4:45"

"You Gotta Believe (4 phrase doubletime)","Rose Royce","85","70s Classic Soul B- Sides","2:53"

"You Haven't Done Nothin'","Stevie Wonder","101","70s Classic Soul A-Sides","3:24"

"You Make Love Like Springtime","Teena Marie","110","70s Classic Soul B-Sides","4:59"

"You Ought to Be with Me","Al Green","106","70s Classic Soul B-Sides","3:19"

"You'll never Find Another Love Like Mine (Dj Cut 2026)","Lou Rawls","109.850000","70s Classic Soul A-Sides/Pop-Radio","4:09"

"Young Hearts Run Free","Candi Staton","114","70s Classic Soul B-Sides","3:53"

"Your Sweetness Is My Weakness","Barry White","118","70s Classic Soul B-Sides","8:11"

"You're the first, the Last, My Everything","Barry White","130","70s Classic Soul A-Sides","3:35"

"Yo-Yo","The Osmonds","138","70s Classic Soul B-Sides/Crossover","3:16"

