Song Title,Artists,BPM,Comments,Length
"Serpentine Fire (Dj Special 2022)[4Phrase]","Earth, Wind & Fire","140","70s Classic Soul A-Sides/Pop-Radio","3:50"

"Sexual Healing","Marvin Gaye","94","70s Classic Soul A-Sides/Pop-Radio","4:09"

"Shade Tree Mechanic","Z.Z. Hill","140","70s Classic Soul B+Sides","2:58"

"Shake a Tail Feather (Dj cut 2022) (4 phrase)","Ray Charles","80","70s Classic Soul B-Sides","2:54"

"Shake Your Body (Down to the Ground)","The Jacksons","117","70s Classic Soul A-Sides/Pop-Radio/MensSports","8:02"

