Song Title,Artists,BPM,Comments,Length

"(Closest Thing To) Perfect (4 Phrase)","Jermaine Jackson","150","80s RNB- A Sides/Pop","3:52"

"17 Days","Prince & the Revolution","114","80s RNB- A Sides/Soul","3:55"

"777-9311 (Short Version)[Dj Special 2025]","The Time","123","80s RNB- B+Sides/Club","3:42"

"1999","Prince & the Revolution","119","80s RNB- A Sides/Pop","3:37"

"A love bizarre","Sheila E.","113","80s RNB- A Sides/Soul","3:46"

"A Lover's Holiday","Change","116","80s RNB- B Sides","3:57"

"Aint Nobody","Rufus and Chaka Khan","104","80s RNB- B+Sides/Club","4:41"

"Ain't Nothin' Goin' On But The Rent (8ct looper)","Gwen Guthrie","107","80s RNB- B Sides","3:33"

"Alice I Want You Just for Me! (class edit)","Full Force","101","80s RNB- A Sides/HH","3:56"

"All 4 Love","Color Me Badd","106","80s RNB- B Sides","3:31"

"All I Do","Stevie Wonder","117","80s RNB- A Sides/Soul","5:15"

"All Night Long - Lionel Richie","Lionel Richie","108","80s RNB- A Sides/Pop","4:16"

"All Night Long","The Mary Jane Girls","98","80s RNB- B+Sides/Club","5:34"

"All Night Thing (Dj Cut 2024)","The Invisible Man Band","122","80s RNB- A Sides/Soul","5:23"

"Alligator Woman (Secrets Of Time) (Dj Cut 2023)","Cameo","143","80s RNB- B Sides","3:40"

"Al-Naafiysh (The Soul)","Hashim","123","80s High Energy/A+Sides","5:33"

"Alphabet St (Dj cut)","Prince & the Revolution","104","80s RNB- A Sides/Pop","5:38"

"Alright","Janet Jackson","111","80s RNB- A Sides/HH/Pop/WMSport","4:38"

"And the Beat Goes On","The Whispers","113","80s RNB- A Sides/Soul","4:53"

"Another Part of Me (Dj Cut 2025)","Michael Jackson","106","80s RNB- A Sides/Pop","3:57"

"Atomic Dog","George Clinton","108","80s RNB- A Sides/Soul","4:45"

"Automatic - The Pointer Sisters","The Pointer Sisters","110","80s RNB- B+Sides/Club","4:47"

"Automatic","Prince & the Revolution","124","80s RNB- A Sides/Soul","9:27"

"Axel F (From "Beverly Hills Cop" Soundtrack)","Harold Faltermeyer","117","80s RNB- A Sides/Pop/MensSports","3:05"

"B.B.D. (I Thought It Was Me)?","Bell Biv DeVoe","105","80s RNB- A Sides/HH","4:35"

"Baby Be Mine","Michael Jackson","109","80s RNB- A Sides/Pop","4:21"

"Baby I'm A Star (Dj Cut 2022)","Prince & the Revolution","138","80s RNB- A Sides/Pop/MensSports","4:01"

"Back and Forth","Cameo","112","80s RNB- A Sides/Soul","6:23"

"Back II Life","Soul II Soul","101","80s RNB- A Sides/HH","3:47"

"Back in Love Again (Every Time I Turn Around)","L.T.D.","109","80s RNB- A Sides/Soul","4:37"

"Back In Stride Again","Maze Feat. Frankie Beverly","113","80s RNB- A Sides/Soul","7:07"

"Backstrokin'","Fatback Band","117","80s RNB- B Sides","3:46"

"Bad Boy/Having a Party","Luther Vandross","117","80s RNB- B Sides","5:16"

"Bad Boys (Theme From Cops) (4phrase)","Inner Circle","87","80s Reggae/Pop","3:49"

"Bad","Michael Jackson","114","80s RNB- A Sides/Pop","4:07"

"Bam Bam (DJ Cut 2025)[4 Phrase]","Sister Nancy","83","80s Reggae/Pop","2:52"

"Beat Box (Class Edit 2)","The Art of Noise","109","80s RNB- A Sides/Soul","4:07"

"Beat It","Michael Jackson","138","80s RNB- A Sides/Pop/MensSports","4:18"

"Because of You","The Cover Girls","119","80s High Energy/RNB- B+Sides","6:48"

"Been Around The World","Lisa Stansfield","100","80s RNB- A Sides/Soul","4:29"

"Before I Let Go (Original) (Dj Cut 2025) ","Maze Feat. Frankie Beverly","103.000000","80s RNB- B Sides/Soul","5:09"

"Before I Let Go (Dj Cut 2026)[From the Top]","Maze Feat. Frankie Beverly","103.000000","                            ","5:26"

"Before I Let Go (Original Cold Start)","Maze Feat. Frankie Beverly","103.000000","80s RNB- A Sides/Soul","5:08"

"Behind The Groove","Teena Marie","115","80s RNB- B+Sides/Club","4:00"

"Being With You (Single Version)","Smokey Robinson","108","80s RNB- B Sides","4:07"

"Better Be Good To Me remix","Tina Turner","121","80s RNB- B Sides","3:37"

"Better Be Good To Me","Tina Turner","122","80s RNB- B Sides","3:40"

"Billie Jean","Michael Jackson","117","80s RNB- A Sides/Pop","4:54"

"Black Cat","Janet Jackson","114","80s RNB- A Sides/HH/Pop","4:48"

"Black or White (Class Edit)","Michael Jackson","115","80s RNB- A Sides/Pop/MensSports","3:21"

"Body Talk","The Deele","124","80s RNB- B Sides","5:37"

"Boogie In Your Butt","Eddie Murphy","116","80s RNB- B Sides","4:10"

"Bounce, Rock, Skate, Roll (Dj Cut 2023)","Vaughan Mason And Crew","110","80s RNB- B+Sides/Club","5:06"

"Boys","Mary Jane Girls","122","80s RNB- B+Sides/Club","5:41"

"Boys Are Back in Town (Dj Cut 2022)(4 phrase)","The Bus Boys","153","80s RNB- B+Sides/Club","3:08"

"Buck Wild (DJ Cut 2025)","E.U.","92","80s RNB- A Sides/HH","3:57"

"Buffalo Gals (UK Single Short Version) (Dj Cut 2022)","Malcolm Maclain","109","80s RNB- A Sides/HH","3:07"

"Buffalo Stance","Neneh Cherry","107","80s RNB- A Sides/HH","4:00"

"Burn Rubber (Why You Wanna Hurt Me) [12" Full Length LP Mix]","The Gap Band","117","80s RNB- A Sides/Soul","5:32"

"Call Me [*]","Skyy","121","80s RNB- B+Sides/Club","4:09"

"Can You Feel It (Dj Cut 2026) 2.0 ","The Jacksons","125","80s RNB- A Sides/Pop","6:01"

"Candy Girl","New Edition","104","80s RNB- A Sides/HH/Soul","3:53"

"Candy","Cameo","108","80s RNB- A Sides/Soul","5:46"

"Candyman","The Mary Jane Girls","123","80s RNB- B+Sides/Club","5:07"

