Song Title,Artists,BPM,Comments,Length
"Can't Stop (Remix) (8ct looper)","After 7","96","80s RNB- B Sides","4:56"

"Caribbean Queen (No More Love on the Run)","Billy Ocean","114","80s RNB- A Sides/Pop","3:43"

"Casanova","Levert","93","80s RNB- A Sides/Soul","4:07"

"Catch Me (I'm Falling in Love)","Pretty Poison","120","80s High Energy/A+Sides","4:26"

"Celebration","Kool & The Gang","121","80s RNB- A Sides/Pop","3:40"

"Centipede","Rebbie Jackson","118","80s RNB- B Sides","4:31"

"C'est La Vie","Robbie Nevil","102","80s RNB- B Sides","3:26"

"Change on Me","Cynthia","118","80s High Energy/RNB- B+Sides","6:35"

"Classic 80's Megamix (117bpm)","Classic 80's Megamix","117","80s R&B/High Energy/MensSports","21:23"

"Cold Blooded","Rick James","118","80s RNB- A Sides/Soul","5:57"

"Cold Hearted (Dj Cut 2025)","Paula Abdul","122","80s RNB- A Sides/Pop/WMSport","4:07"

"Come Go with Me","Exposé","120","80s High Energy/A+Sides","4:18"

"Come Into My Arms","Judy Torres","120","80s High Energy/RNB- B+Sides","4:22"

"Come Together - Michael Jackson (doubletime)","Michael Jackson","89","80s RNB- B Sides","4:02"

"Computer Blue","Prince","132","80s RNB- B Sides","4:00"

"Control","Janet Jackson","120","80s RNB- A Sides/HH/Pop","5:15"

"Controversy","Prince & the Revolution","120","80s RNB- A Sides/Soul","3:35"

"Cool It Now","New Edition","116","80s RNB- A Sides/HH/Soul","5:43"

"Cool","The Time","125","80s RNB- A Sides/Soul","10:05"

"Count Me Out","New Edition","119","80s RNB- A Sides/HH/Soul","5:37"

"Crush On You","The Jets","120","80s High Energy/A+Sides","4:34"

"Cutie Pie","One Way","102","80s RNB- A Sides/Soul","5:28"

"D.M.S.R.","Prince & the Revolution","109","80s RNB- A Sides/Pop","8:16"

"Da Butt (Class Edit)","E.U.","97","80s RNB- A Sides/HH","3:53"

"Dance Floor","Zapp & Roger","110","80s RNB- B+Sides/Club","5:16"

"Dance Wit' Me","Rick James","122","80s RNB- B+Sides/Club","7:19"

"Dancing In The Sheets","Shalamar","124","80s RNB- B Sides","4:05"

"Dancing On the Ceiling","Lionel Richie","133","80s RNB- B Sides","4:36"

"Delirious (4 phrase doubletime)","Prince & the Revolution","100","80s RNB- A Sides/Soul","4:00"

"Dial My Heart","The Boys","100","80s RNB- A Sides/HH","4:25"

"Digital Display","Ready for the World","130","80s RNB- A Sides/HH","5:31"

"Dimond Girl","Nice & Wild","127","80s High Energy/RNB- B+Sides","5:49"

"Do It (Let Me See You Shake)[Short]","The Bar-Kays","125","80s RNB- B Sides","3:28"

"Do Me Right","Guy","106","80s RNB- B Sides","4:24"

"Do Me! (Dj cut 2025)","Bell Biv DeVoe","107","80s RNB- A Sides/HH","4:48"

"Don't Be Cruel","Bobby Brown","102","80s RNB- A Sides/HH","4:11"

"Don't Disturb This Groove - 78.88 (4 phrase)","The System","157","80s RNB- A Sides/HH","5:24"

"Don't Look Any Further (1984)","Dennis Edwards Feat. Seidah Garrett","95","80s RNB- B Sides","4:04"

"Don't Rock The Boat  feat.Ecstacy Of Whodini","MIDNIGHT STAR","96","80s RNB- B Sides","6:29"

"Don't Stop the Music","Yarbrough & Peoples","97","80s RNB- A Sides/Soul","7:44"

"Don't Stop the Rock","Freestyle","120","80s High Energy/A+Sides","5:33"

"Don't Stop Your Love (Dj Cut)","Keith Sweat","102","80s RNB- B Sides","5:41"

"Don't Wanna Fall In Love (Dj Cut 2025)","Jane Child","111","80s High Energy/A+Sides","4:04"

"Don't Worry, Be Happy","Bobby McFarren","137","80s RNB- A Sides/Pop","3:49"

"Don't You Want Me (Jody Watley)","Jody Whatley","112","80s RNB- A Sides/HH","4:14"

"Doo Wa Ditty","Zapp & Roger","113","80s RNB- A Sides/Soul","3:46"

"Dope! (108.80bpm)","Bell Biv DeVoe","109","80s RNB- A Sides/HH","3:42"

"Double Dutch Bus (Dj Cut)","Frankie Smith","119","80s RNB- A Sides/HH/Soul","5:15"

"Dreamin' of Love","Steve B.","120","80s High Energy/RNB- B+Sides","4:08"

"Dynamite","Jermaine Jackson","98","80s RNB- B Sides","5:49"

"Early in the Morning (12' 2025)","The Gap Band","122","80s RNB- A Sides/Soul","4:05"

"Electric Avenue (Boosted 2024)","Eddy Grant","121","80s RNB- A Sides/Pop","3:49"

"Electric Boogie","Marcia Griffiths","108","80s RNB- A Sides/Pop","4:03"

"Electricity","Midnight Star","122","80s RNB- A Sides/Soul","7:03"

"Endicott","Kid Creole","110","80s RNB- A Sides/HH","4:29"

"Erotic City (Class Edit)","Prince & the Revolution","125","80s RNB- A Sides/Pop","3:53"

"Erotic City (Dirty)","Prince & the Revolution","125","80s RNB- A Sides/Pop","3:55"

"Escapade","Janet Jackson","115","80s RNB- A Sides/HH/Pop","4:45"

"Every Little Step","Bobby Brown","102","80s RNB- A Sides/HH","4:45"

"Fairweather Friend","Johnny Gill","105","80s RNB- B Sides","4:36"

"Fake","Alexander O'Neal","112","80s RNB- A Sides/HH/Soul","5:20"

"Fame","Irene Cara","131","80s RNB- B Sides","5:08"

"Fantastic Voyage [12"]","Lakeside","114","80s RNB- A Sides/Soul","6:08"

"Fascinated","Company","120","80s High Energy/RNB- B+Sides","7:28"

"Feels Good","Tony! Toni! Toné!","117","80s RNB- A Sides/HH","4:58"

"Firecracker","Mass Production","128","80s RNB- B+Sides/Club","6:14"

"Flash Light (Dj Special 2025)","Parliament","105","80s RNB- A Sides/Soul","4:38"

"Flash Light [Cold Start]","Parliament","105","80s RNB- A Sides/Soul","5:34"

"Flirt","Cameo","107","80s RNB- B Sides","4:17"

"For the Sweetness of Your Love","Luther Vandross","123","80s RNB- A Sides/Soul","7:27"

"Forever Your Girl","Paula Abdul","120","80s RNB- B Sides","5:01"

"Freak-A-Zoid (class edit)(Dj Cut 2022)","Midnight Star","120","80s RNB- A Sides/Soul","3:11"

"Freakshow on the Dance Floor","The Bar-Kays","130","80s RNB- B Sides","4:44"

"Free World","J. Johnson","119","80s RNB- A Sides/Soul","4:17"

"Freedom 90","George Michael","91","80s RNB- B Sides","6:28"

"Freeway Of Love","Aretha Franklin","125","80s RNB- A Sides/Pop/WMSport","4:11"

"She's Fresh","Kool & The Gang","117","80s RNB- A Sides/Pop","5:40"

"Friends (With Eric B & Rakim)[Dj Cut 2023]","Jody Whatley","102","80s RNB- A Sides/HH","5:15"

"Funkin' for Jamaica","Tom Browne","110","80s RNB- A Sides/Soul","3:56"

"Funky Little Beat","Connie","118","80s High Energy/A+Sides","5:28"

"Genius Of Love","Tom Tom Club","102","80s RNB- A Sides/Soul","5:34"

"Get Down On It (Dj Special 2025)","Kool & The Gang","111","80s RNB- A Sides/Soul","4:51"

"Get It Up","The Time","112","80s RNB- B+Sides/Club","9:07"

"Get Outta My Dreams, Get Into My Car","Billy Ocean","117","80s RNB- A Sides/Pop","5:34"

"Ghostbusters","Ray Parker, Jr.","115","80s RNB- A Sides/Pop/MensSports","4:05"

"Girl I Am Searching for You","Steve B.","119","80s High Energy/RNB- B+Sides","4:43"

"Girl You Know It's True","Milli Vanilli","97","80s RNB- A Sides/Pop","4:12"

"Girlfriend","Pebbles","119","80s RNB- A Sides/HH","6:33"

"Give A Little Love (Dj Cut 2022)","Ziggy Marley","89","80s Reggae/Pop","4:06"

"Give It to Me Baby","Rick James","120","80s RNB- A Sides/Soul","4:06"

"Give Me The Night (Dj Cut 2025)","George Benson","110","80s RNB- A Sides/Soul","5:17"

"Give Me The Reason (Dj Speciall 2024)","Luther Vandross","140","80s RNB- B+Sides/Club","4:30"

"Give Me Tonight","Shannon","119","80s High Energy/RNB- B+Sides","6:04"

"Give Up The Funk (Tear the Roof off the Sucker)","Parliment","106","80s RNB- A Sides/Soul","5:45"

"Glow (Single Version)","Rick James","117","80s RNB- B Sides","5:43"

"Go Home","Stevie Wonder","119","80s RNB- A Sides/Soul","5:17"

"Gonna Make You Sweat (Dj Cut 2025)","Keith Sweat","105","80s RNB- A Sides/HH","5:20"

"Got To Be Enough","Con Funk Shun","123","80s RNB- B Sides","5:47"

"Gotta Get You Home Tonight","Eugene Wilde","93","80s RNB- B Sides","5:16"

"Groove Is in the Heart","Deee-Lite","121","80s RNB- B Sides","3:51"

"Groove Me (Dj Cut 2025){Accapella Intro}","Guy","108","80s RNB- A Sides/HH","4:51"

"Hang On To Your Love","Sade","107","80s RNB- A Sides/Pop","4:29"

"Hangin' On A String","Loose Ends","105","80s RNB- B Sides","5:52"

"Happy Birthday (Dj cut)","Stevie Wonder","116","80s RNB- A Sides/Soul","5:36"

"Happy","Surface","98","80s RNB- B Sides","3:56"

"Head to Toe","Lisa Lisa and Cult Jam","113","80s High Energy/A+Sides","5:01"

"Head","Prince & the Revolution","118","80s RNB- A Sides/Soul","4:43"

"Heartbeat (Short Version)","Taana Gardner","97","80s RNB- B Sides","4:18"

"Hello","Prince & the Revolution","124","80s RNB- B Sides","3:24"

"He's So Shy (Re-EQ'd)","The Pointer Sisters","114","80s RNB- B Sides","3:39"

"High","Skyy","110","80s RNB- B Sides","4:54"

"Him Or Me","Today","106","80s RNB- A Sides/HH","4:20"

"Hit and Run","The Bar-Kays","112","80s RNB- B Sides","3:45"

"Hold on (Dj cut)","En Vogue","97","80s RNB- A Sides/HH","3:48"

"Holllyrock","Shelia E.","126","80s RNB- A Sides/Soul","4:55"

"Hooked on You","Sweet Sensation","114","80s High Energy/A+Sides","5:11"

"Hot Thing","Prince & the Revolution","108","80s RNB- A Sides/Pop","5:40"

"Housequake [Clean] (Dj Cut 2024 OK)","Prince & the Revolution","115","80s RNB- A Sides/Pop/MensSports","4:36"

"Housequake [Dirty] (Dj Cut 2024 Ok)","Prince & the Revolution","115","80s RNB- A Sides/Pop","4:42"

"How Will I Know","Whitney Houston","119","80s RNB- A Sides/Pop/WMSport","6:35"

"Humpin'","The Gap Band","108","80s RNB- B+Sides/Club","5:15"

"I Can Make You Dance","Zapp & Roger","114","80s RNB- B Sides","4:00"

"I Can't Wait (Dj Cut 2025)","Nu Shooz","103","80s RNB- A Sides/Pop/WMSport","3:44"

"I Didn't Mean To Turn You On","Cherrelle Cherrelle","121","80s RNB- A Sides/HH","3:52"

"I Feel For You (Cold Start)","Chaka Khan","124.470000","80s RNB- A Sides/Pop","4:03"

"I Feel for You (Dj Cut 2026)","Chaka Khan","124.470000","80s RNB- A Sides/Pop","4:19"

"I Heard It Through The Grapevine [Zapp]","Zapp & Roger","118","80s RNB- A Sides/Soul","6:45"

"I Just Called to Say I Love You","Stevie Wonder","113","80s RNB- A Sides/Soul","4:20"

"I Keep Forgetting (Aud Remaster)","Micheal McDonald","95","80s RNB- B+Sides/Club","3:40"

"I Knew You Were Waiting (For Me)","George Michael & Aretha Franklin","108","80s RNB- B Sides","3:58"

"I Like (Dj Cut 2025)","Guy","105","80s RNB- A Sides/HH","4:46"

"I Like It (Dino)","Dino","108","80s High Energy/A+Sides","5:07"

"I Like It","El DeBarge","87","80s RNB- B Sides","4:39"

"I Need a Freak","Sexual Harrassment","120","80s RNB- A Sides/Soul","3:11"

"I Need Your Lovin' (Dj Cut 2025)","Teena Marie","109","80s RNB- A Sides/Soul","3:47"

"I Wanna Be Rich","Calloway","114","80s RNB- A Sides/Pop","4:48"

"I Wanna Be the One","Stevie B.","121","80s High Energy/RNB- B+Sides","4:59"

"I Wanna Dance With Somebody (Who Loves Me)","Whitney Houston","119","80s RNB- A Sides/Pop/WMSport","4:54"

"I Wanna Sex You Up (Dj Cut 2025)","Color Me Badd","101","80s RNB- B Sides","4:15"

"I Want Her (Dj Cut 2025)","Keith Sweat","107","80s RNB- A Sides/HH","6:17"

"I Wonder If I Take You Home","Lisa Lisa and Cult Jam","115","80s High Energy/A+Sides","6:47"

"I Won't Stop Loving You (C Bank)","C Bank","120","80s High Energy/RNB- B+Sides","5:59"

"I Would Die 4 U","Prince & the Revolution","135","80s RNB- A Sides/Pop","2:59"

"I.O.U","Freeez","119","80s RNB- B+Sides/Club","4:46"

"Ice Cream Castles (Short)","The Time","116","80s RNB- A Sides/Soul","4:48"

"Iesha (Dj Cut 2026)","Another Bad Creation","111","80s RNB- A Sides/HH","3:28"

"If I Was Your Girlfriend","Prince","96","80s RNB- B Sides","5:03"

"If I'm Not Your Lover (Dj Cut 2025)","Al B. Sure!","104","80s RNB- A Sides/HH","4:19"

"If It Isn't Love","New Edition","98","80s RNB- A Sides/HH/Soul","5:09"

"If You Leave Me Now","Jaya","122","80s High Energy/RNB- B+Sides","4:38"

"I'll Be All You Ever Need","Trinere","122","80s High Energy/RNB- B+Sides","4:07"

"I'll Be Loving You","Collage","125","80s High Energy/RNB- B+Sides","4:20"

"I'll Do Anything for You (Album Version)","Denroy Morgan","114","80s RNB- B Sides","5:08"

"I'm Coming Out (Dj Special 2025)","Diana Ross","111","80s RNB- A Sides/Pop","4:07"

"I'm Dreamin (Will To Power)","Will To Power","125","80s High Energy/A+Sides","4:13"

"I'm Dreamin'","Christopher Williams","110","80s RNB- A Sides/HH","4:55"

"I'm In Love","Evelyn "Champagne" King","115","80s RNB- B+Sides/Club","5:02"

"I'm Ready","Kano","126","80s RNB- A Sides/Soul","3:34"

"I'm So Excited (4 Phrase)","The Pointer Sisters","91","80s RNB- A Sides/Pop","4:54"

"I'm Your Baby Tonight (110bpm)","Whitney Houston","110","80s RNB- A Sides/Pop/WMSport","4:57"

"In My Eyes","Steve B.","122","80s High Energy/RNB- B+Sides","5:18"

"In My House","The Mary Jane Girls","116","80s RNB- A Sides/Soul","5:06"

"Inside Love (So Personal)","George Benson","117","80s RNB- B Sides","5:16"

"It's a Love Thing (Dj Special 2023)","The Whispers","118","80s RNB- A Sides/Soul","3:36"

"It's Automatic","Freestyle","124","80s High Energy","5:53"

"It's Over Now","Luther Vandross","114","","6:10"

"It's Raining Men (Dj Cut 2024)","The Weather Girls","136","80s RNB- A Sides/Soul","5:02"

"Jealousy","Club Nouveau","110","80s RNB- B Sides","4:43"

"Joanna","Kool & The Gang","105","80s RNB- B Sides","4:25"

"Juicy","Mtume","92","80s RNB- B+Sides/Club","5:29"

"Jump (For My Love) ","The Pointer Sisters","135","80s RNB- A Sides/Soul","3:57"

"Jump to It (Single Version)","Aretha Franklin","119","80s RNB- B Sides","4:18"

"Jungle Love (Dj Cut 2025)","The Time","119","80s RNB- A Sides/Soul/MensSports","5:38"

"Just Be Good To Me ","S.O.S Band","101","80s RNB- A Sides/Soul","7:39"

"Just Coolin' (class edit)","Heavy D & the Boyz / Lavert","101","80s RNB- A Sides/HH","4:19"

"Just Got Paid (Friday Night) - Boost","Johnny Kemp","116","80s RNB- A Sides/Pop","5:26"

"Just The Two of Us (Grover Washington Ft. Bill Withers)[Short Edit]","Grover Washington, Jr.","96.000000","80s RNB- A Sides/Soul","4:26"

"Just The Two of US (George Benson)","George Benson","96","80s RNB- A Sides/Soul","3:56"

"Just Wanna Hold You Tight","Tara Kemp","100","80s RNB- A Sides/HH","4:44"

"Keep On Movin´ (8ct looper)","Soul II Soul","93","80s RNB- B Sides","6:02"

"Keep Your Eye on Me (Boost)","Herb Alpert","114","80s RNB- A Sides/Soul","5:14"

"Kiss (Dj Cut 2025)","Prince & the Revolution","111","80s RNB- A Sides/Pop","4:01"

"kiss of life","Sade","97","80s RNB- B Sides","5:51"

"Lady Cab Driver (Edited) (Short)","Prince","122","80s RNB- B Sides","3:38"

"Lady Cab Driver (Explcit) (Short)","Prince","122","80s RNB- B Sides","4:56"

"Lean On Me","Club Nouveau","88","80s RNB- A Sides/HH","4:00"

"Leave Me Alone (124bpm)","Michael Jackson","124","80s RNB- A Sides/Pop","4:40"

"Let It Whip {Radio Edit}","Dazz Band","132","80s RNB- A Sides/Soul","5:44"

"Let Me Be The One (Dj Cut 2025)","Exposé","105","80s High Energy/A+Sides","4:10"

"Let the Beat Hit 'Em","Lisa Lisa and Cult Jam","113","80s High Energy/A+Sides","4:38"

"Let the Music Play","Shannon","114","80s High Energy/A+Sides","3:34"

"Let's Get Crackin'","Shock","109","80s RNB- B+Sides/Club","3:50"

"Let's Get Serious","Jermaine Jackson","110","80s RNB- A Sides/Pop","3:31"

"Let's Go Crazy (Original){Dj Cut 2025}2.0 [4 Phrase]","Prince & the Revolution","98","80s RNB- A Sides/Pop/MensSports","3:47"

"Let's Go Crazy (Special Dance Mix){Dj Cut 2025}2.0 [4 Phrase]","Prince & the Revolution","98","80s RNB- A Sides/Pop/MensSports","6:43"

"Let's Go Dancin' (Ooh La, La, La)","Kool & The Gang","96","80s RNB- B+Sides/Club","3:59"

"Let's Here It For The Boy","Denise Williams","122","80s RNB- A Sides/Pop","4:20"

"Let's Pretend We're Married","Prince","92","80s RNB- B Sides","7:20"

"Let's Work","Prince & the Revolution","119","80s RNB- A Sides/Soul","3:55"

"Little Red Corvette","Prince & the Revolution","123","80s RNB- A Sides/Pop","4:55"

"Little Walter (Remaster)","Tony! Toni! Toné!","107","80s RNB- B Sides","4:49"

"Living in America","James Brown","114","80s RNB- A Sides/Pop","5:57"

"Loco in Acapulco","The Four Tops","123","80s RNB- B Sides","4:25"

"Looking For A New Love","Jody Whatley","108","80s RNB- A Sides/HH","4:04"

"Looking Up to You","Michael Wycoff","104","80s RNB- B Sides","5:20"

"Lookout","Debbie Deb","126","80s High Energy A+Sides/WMens Sports","6:15"

"Lost in Emotion","Lisa Lisa and Cult Jam","119","80s High Energy/A+Sides","5:08"

"Love and Emotion","Stevie B.","100","80s High Energy/A+Sides","3:44"

"Love Come Down","Evelyn "Champagne" King","115","80s RNB- A Sides/Soul","6:05"

"Love Is In Control (Finger On The Trigger) ","Donna Summer","132","80s Disco Soul/RNB/WMSport","4:20"

"Love Light in Flight","Stevie Wonder","108","80s RNB- A Sides/Soul","6:53"

"Love Will Never Do (Without You)","Janet Jackson","103","80s RNB- B Sides","4:35"

"Lovely One","The Jacksons","121","80s RNB- A Sides/Pop","4:52"

"Loverboy","Billy Ocean","107","80s RNB- A Sides/Pop","4:11"

"Lovergirl (Dj Cut 2025)","Teena Marie","123","80s RNB- A Sides/Pop","6:01"

"Make That Move (Radio)","Shalamar","116","80s RNB- B+Sides/Club","3:45"

"Mama Used To Say","Junior","110","80s RNB- A Sides/Soul","3:35"

"Mary Goes 'Round","Ready for the World","125","80s RNB- A Sides/HH","4:39"

"Master Blaster (Jammin') (131bpm)","Stevie Wonder","131","80s RNB- A Sides/Soul","4:49"

"Meeting in the Ladies Room","Klymaxx","128","80s RNB- A Sides/Soul/WMSport","5:12"

"Mercedes Boy (Single Remix Version)","Pebbles","115","80s RNB- A Sides/HH","3:55"

"Midas Touch","Midnight Star","117","80s RNB- B Sides","5:03"

"Misled","Kool & The Gang","121","80s RNB- B Sides","4:59"

"Miss You Much ","Janet Jackson","115","80s RNB- A Sides/HH/Pop","4:12"

"More Bounce To The Once ","Zapp & Roger","105","80s RNB- A Sides/Soul","5:14"

"Mr. Groove (Dj Cut 2024)","One Way","111","80s RNB- B+Sides/Club","4:48"

"Mr. Telephone Man","New Edition","94","80s RNB- B Sides","3:58"

"Murphy's Law (117bpm)","Cheri","117","80s RNB- A Sides/Soul","3:55"

"My Fantasy (Dj Cut 2025) 2.0","Guy (Teddy Riley)","113","80s RNB- A Sides/HH","5:11"

"My Name Is Prince [Original Dirty)","Prince & the Revolution","117","80s RNB- A Sides/Pop","8:04"

"My Perogotive ","Bobby Brown","110","80s RNB- A Sides/HH/MensSports","3:31"

"N.E. Heart Break","New Edition","96","80s RNB- A Sides/HH","5:44"

"Nasty Girl (class edit)","Vanity 6","117","80s RNB- A Sides/Soul","4:49"

"Nasty Girl","Vanity 6","117","80s RNB- A Sides/Soul","5:13"

"Nasty","Janet Jackson","103","80s RNB- A Sides/HH/Pop/WMSport","4:03"

"N.E. Heart Break (Remix)","New Edition","98","80s RNB- A Sides/HH","4:25"

"Neutron Dance (4 Phrase)","The Pointer Sisters","104","80s RNB- A Sides/Soul","4:14"

"Never As Good As the First Time","Sade","107","80s RNB- A Sides/Pop","3:59"

"Never Gonna Give You Up (Dj Cut 2025)","Rick Astley","113","80s RNB- B Sides","3:49"

"Never Knew Love Like This Before (Dj Cut)","Stephanie Mills","114","80s RNB- A Sides/Soul","3:33"

"Never Too Much","Luther Vandross","109","80s RNB- A Sides/Soul","5:45"

"New Attitude (Remix)","Patti LaBelle","137","80s RNB- A Sides/Pop","4:39"

"Nicety","Michel'le","103","80s RNB- A Sides/HH","3:31"

"Nights Like This I Wish (That Raindrops Would Fall","After 7","97","80s RNB- B Sides","4:05"

"Nights Over Egypt","The Jones Girls","110","80s RNB- B Sides","4:40"

"Nightshift (8ct looper)","The Commodores","105","80s RNB- B Sides","5:04"

"Nite And Day","Al B. Sure!","92","80s RNB- B Sides","4:06"

"No More Lies","Michel'le ","110","80s RNB- A Sides/HH","3:46"

"No Parking On The Dance Floor (Class Edit)","Midnight Star","125","80s RNB- A Sides/Soul","4:25"

"Nothing Can Come Between Us","Sade","103","80s RNB- A Sides/Pop","3:52"

"Object of My Desire","Starpoint","116","80s High Energy/A+Sides","3:54"

"Obscene Phone Caller (Dj Cut 2025)[4 Phrase]","Rockwell","153","80s RNB- A Sides/Pop","3:27"

"Off on Your Own (Girl)","Al B. Sure!","95","80s RNB- A Sides/HH","4:06"

"Oh Shelia","Ready for the World","129","80s RNB- A Sides/HH","4:01"

"On Broadway (Fast Start)","George Benson","117","80s RNB- A Sides/Soul","5:13"

